Source	Source primary accession	Source secondary accession	Target	Target primary accession	Target secondary accession
miRBase	MI0007044	ptc-MIR1446c	sequence	LM610199	
miRBase	MI0007045	ptc-MIR1446d	sequence	LM610200	
miRBase	MI0007047	ptc-MIR1447	sequence	LM610201	
miRBase	MI0007048	ptc-MIR1448	sequence	LM610202	
miRBase	MI0007050	ptc-MIR1450	sequence	LM610203	
miRBase	MI0007054	gga-mir-1451	sequence	LM610204	
miRBase	MI0007055	gga-mir-460b	sequence	LM610205	
miRBase	MI0007258	hsa-mir-1537	sequence	LM610206	
miRBase	MI0007284	gga-mir-1559	sequence	LM610207	
miRBase	MI0007396	gga-mir-1662	sequence	LM610208	
miRBase	MI0007411	gga-mir-1677	sequence	LM610209	
miRBase	MI0007418	gga-mir-1684a	sequence	LM610210	
miRBase	MI0007454	gga-mir-1717	sequence	LM610211	
miRBase	MI0007457	gga-mir-1720	sequence	LM610212	
miRBase	MI0007468	gga-mir-1729	sequence	LM610213	
miRBase	MI0007518	gga-mir-1775	sequence	LM610214	
miRBase	MI0007524	gga-mir-1781	sequence	LM610215	
miRBase	MI0007548	gga-mir-1803	sequence	LM610216	
miRBase	MI0007550	gga-mir-1805	sequence	LM610217	
miRBase	MI0007558	gga-mir-101-2	sequence	LM610218	
miRBase	MI0007559	gga-mir-10a	sequence	LM610219	
miRBase	MI0007560	gga-mir-130c	sequence	LM610220	
miRBase	MI0007561	gga-mir-146c	sequence	LM610221	
miRBase	MI0007565	gga-mir-301b	sequence	LM610222	
miRBase	MI0007567	gga-mir-458a	sequence	LM610223	
miRBase	MI0007568	mml-mir-1-1	sequence	LM610224	
miRBase	MI0007570	mml-let-7a-1	sequence	LM610225	
miRBase	MI0007571	mml-let-7a-2	sequence	LM610226	
miRBase	MI0007572	mml-let-7a-3	sequence	LM610227	
miRBase	MI0007573	mml-let-7b	sequence	LM610228	
miRBase	MI0007574	mml-let-7c	sequence	LM610229	
miRBase	MI0007575	mml-let-7d	sequence	LM610230	
miRBase	MI0007576	mml-let-7e	sequence	LM610231	
miRBase	MI0007577	mml-let-7f-1	sequence	LM610232	
miRBase	MI0007578	mml-let-7f-2	sequence	LM610233	
miRBase	MI0007579	mml-let-7g	sequence	LM610234	
miRBase	MI0007580	mml-let-7i	sequence	LM610235	
miRBase	MI0007581	mml-mir-7-1	sequence	LM610236	
miRBase	MI0007582	mml-mir-7-2	sequence	LM610237	
miRBase	MI0007584	mml-mir-9-1	sequence	LM610238	
miRBase	MI0007585	mml-mir-9-2	sequence	LM610239	
miRBase	MI0007587	mml-mir-10a	sequence	LM610240	
miRBase	MI0007588	mml-mir-10b	sequence	LM610241	
miRBase	MI0007589	mml-mir-16-2	sequence	LM610242	
miRBase	MI0007592	mml-mir-23b	sequence	LM610243	
miRBase	MI0007593	mml-mir-26a-2	sequence	LM610244	
miRBase	MI0007594	mml-mir-26b	sequence	LM610245	
miRBase	MI0007595	mml-mir-27b	sequence	LM610246	
miRBase	MI0007596	mml-mir-29b-1	sequence	LM610247	
miRBase	MI0007597	mml-mir-29b-2	sequence	LM610248	
miRBase	MI0007598	mml-mir-29c	sequence	LM610249	
miRBase	MI0007599	mml-mir-30c-1	sequence	LM610250	
miRBase	MI0007600	mml-mir-30c-2	sequence	LM610251	
miRBase	MI0007601	mml-mir-30d	sequence	LM610252	
miRBase	MI0007602	mml-mir-30e	sequence	LM610253	
miRBase	MI0007605	mml-mir-34c	sequence	LM610254	
miRBase	MI0007606	mml-mir-92a-2	sequence	LM610255	
miRBase	MI0007608	mml-mir-95	sequence	LM610256	
miRBase	MI0007609	mml-mir-99b	sequence	LM610257	
miRBase	MI0007610	mml-mir-101-2	sequence	LM610258	
miRBase	MI0007611	mml-mir-103-2	sequence	LM610259	
miRBase	MI0007613	mml-mir-122a	sequence	LM610260	
miRBase	MI0007614	mml-mir-124a-2	sequence	LM610261	
miRBase	MI0007615	mml-mir-125a	sequence	LM610262	
miRBase	MI0007616	mml-mir-126	sequence	LM610263	
miRBase	MI0007617	mml-mir-128b	sequence	LM610264	
miRBase	MI0007618	mml-mir-129-1	sequence	LM610265	
miRBase	MI0007619	mml-mir-130b	sequence	LM610266	
miRBase	MI0007621	mml-mir-133c	sequence	LM610267	
miRBase	MI0007623	mml-mir-134	sequence	LM610268	
miRBase	MI0007624	mml-mir-135a-1	sequence	LM610269	
miRBase	MI0007625	mml-mir-135b	sequence	LM610270	
miRBase	MI0007626	mml-mir-136	sequence	LM610271	
miRBase	MI0007627	mml-mir-137	sequence	LM610272	
miRBase	MI0007628	mml-mir-138	sequence	LM610273	
miRBase	MI0007629	mml-mir-139	sequence	LM610274	
miRBase	MI0007630	mml-mir-140	sequence	LM610275	
miRBase	MI0007631	mml-mir-142	sequence	LM610276	
miRBase	MI0007632	mml-mir-143	sequence	LM610277	
miRBase	MI0007633	mml-mir-144	sequence	LM610278	
miRBase	MI0007634	mml-mir-146a	sequence	LM610279	
miRBase	MI0007638	mml-mir-148a	sequence	LM610280	
miRBase	MI0007639	mml-mir-148b	sequence	LM610281	
miRBase	MI0007640	mml-mir-149	sequence	LM610282	
miRBase	MI0007642	mml-mir-151	sequence	LM610283	
miRBase	MI0007643	mml-mir-152	sequence	LM610284	
miRBase	MI0007646	mml-mir-181b-2	sequence	LM610285	
miRBase	MI0007647	mml-mir-181d	sequence	LM610286	
miRBase	MI0007649	mml-mir-185	sequence	LM610287	
miRBase	MI0007650	mml-mir-186	sequence	LM610288	
miRBase	MI0007653	mml-mir-191	sequence	LM610289	
miRBase	MI0007654	mml-mir-192	sequence	LM610290	
miRBase	MI0007657	mml-mir-194-2	sequence	LM610291	
miRBase	MI0007658	mml-mir-195	sequence	LM610292	
miRBase	MI0007659	mml-mir-196a-2	sequence	LM610293	
miRBase	MI0007660	mml-mir-196b	sequence	LM610294	
miRBase	MI0007661	mml-mir-197	sequence	LM610295	
miRBase	MI0007662	mml-mir-199a-2	sequence	LM610296	
miRBase	MI0007663	mml-mir-200a	sequence	LM610297	
miRBase	MI0007665	mml-mir-204	sequence	LM610298	
miRBase	MI0007667	mml-mir-206	sequence	LM610299	
miRBase	MI0007675	mml-mir-218-1	sequence	LM610300	
miRBase	MI0007680	mml-mir-222	sequence	LM610301	
miRBase	MI0007684	mml-mir-299	sequence	LM610302	
miRBase	MI0007685	mml-mir-301a	sequence	LM610303	
miRBase	MI0007686	mml-mir-301b	sequence	LM610304	
miRBase	MI0007691	mml-mir-320a	sequence	LM610305	
miRBase	MI0007692	mml-mir-323a	sequence	LM610306	
miRBase	MI0007697	mml-mir-330	sequence	LM610307	
miRBase	MI0007698	mml-mir-331	sequence	LM610308	
miRBase	MI0007699	mml-mir-335	sequence	LM610309	
miRBase	MI0007700	mml-mir-337	sequence	LM610310	
miRBase	MI0007701	mml-mir-338	sequence	LM610311	
miRBase	MI0007702	mml-mir-339	sequence	LM610312	
miRBase	MI0007703	mml-mir-340	sequence	LM610313	
miRBase	MI0007704	mml-mir-342	sequence	LM610314	
miRBase	MI0007707	mml-mir-361	sequence	LM610315	
miRBase	MI0007709	mml-mir-363	sequence	LM610316	
miRBase	MI0007713	mml-mir-369	sequence	LM610317	
miRBase	MI0007714	mml-mir-370	sequence	LM610318	
miRBase	MI0007718	mml-mir-374a	sequence	LM610319	
miRBase	MI0007719	mml-mir-374b	sequence	LM610320	
miRBase	MI0007721	mml-mir-376a-1	sequence	LM610321	
miRBase	MI0007725	mml-mir-377	sequence	LM610322	
miRBase	MI0007726	mml-mir-378a	sequence	LM610323	
miRBase	MI0007727	mml-mir-379	sequence	LM610324	
miRBase	MI0007729	mml-mir-381	sequence	LM610325	
miRBase	MI0007730	mml-mir-382	sequence	LM610326	
miRBase	MI0007731	mml-mir-383	sequence	LM610327	
miRBase	MI0007733	mml-mir-409	sequence	LM610328	
miRBase	MI0007735	mml-mir-411	sequence	LM610329	
miRBase	MI0007739	mml-mir-423	sequence	LM610330	
miRBase	MI0007741	mml-mir-425	sequence	LM610331	
miRBase	MI0007742	mml-mir-429	sequence	LM610332	
miRBase	MI0007744	mml-mir-432	sequence	LM610333	
miRBase	MI0007745	mml-mir-433	sequence	LM610334	
miRBase	MI0007752	mml-mir-451	sequence	LM610335	
miRBase	MI0007753	mml-mir-452	sequence	LM610336	
miRBase	MI0007755	mml-mir-454	sequence	LM610337	
miRBase	MI0007756	mml-mir-455	sequence	LM610338	
miRBase	MI0007757	mml-mir-484	sequence	LM610339	
miRBase	MI0007758	mml-mir-485	sequence	LM610340	
miRBase	MI0007759	mml-mir-486	sequence	LM610341	
miRBase	MI0007761	mml-mir-487b	sequence	LM610342	
miRBase	MI0007762	mml-mir-488	sequence	LM610343	
miRBase	MI0007765	mml-mir-491	sequence	LM610344	
miRBase	MI0007768	mml-mir-494	sequence	LM610345	
miRBase	MI0007771	mml-mir-497	sequence	LM610346	
miRBase	MI0007814	mml-mir-532	sequence	LM610347	
miRBase	MI0007849	mml-mir-582	sequence	LM610348	
miRBase	MI0007859	mml-mir-598	sequence	LM610349	
miRBase	MI0007877	mml-mir-628	sequence	LM610350	
miRBase	MI0007898	mml-mir-654	sequence	LM610351	
miRBase	MI0007901	mml-mir-660	sequence	LM610352	
miRBase	MI0007915	mml-mir-874	sequence	LM610353	
miRBase	MI0007917	mml-mir-876	sequence	LM610354	
miRBase	MI0007923	mml-mir-889	sequence	LM610355	
miRBase	MI0007979	cel-mir-1817	sequence	LM610356	
miRBase	MI0007981	cel-mir-1819	sequence	LM610357	
miRBase	MI0007982	cel-mir-1820	sequence	LM610358	
miRBase	MI0007983	cel-mir-1821	sequence	LM610359	
miRBase	MI0007984	cel-mir-1822	sequence	LM610360	
miRBase	MI0007985	cel-mir-1823	sequence	LM610361	
miRBase	MI0007986	cel-mir-1824	sequence	LM610362	
miRBase	MI0008190	hsa-mir-320d-1	sequence	LM610363	
miRBase	MI0008191	hsa-mir-320c-2	sequence	LM610364	
miRBase	MI0008192	hsa-mir-320d-2	sequence	LM610365	
miRBase	MI0008197	cel-mir-1829a	sequence	LM610366	
miRBase	MI0008198	cel-mir-1829b	sequence	LM610367	
miRBase	MI0008199	cel-mir-1829c	sequence	LM610368	
miRBase	MI0008200	cel-mir-1830	sequence	LM610369	
miRBase	MI0008202	cel-mir-1832a	sequence	LM610370	
miRBase	MI0008204	cel-mir-58b	sequence	LM610371	
miRBase	MI0008210	gga-mir-124a-2	sequence	LM610372	
miRBase	MI0008313	mmu-mir-1902	sequence	LM610373	
miRBase	MI0008320	mmu-mir-1892	sequence	LM610374	
miRBase	MI0008327	mmu-mir-1893	sequence	LM610375	
miRBase	MI0008329	hsa-mir-1908	sequence	LM610376	
miRBase	MI0008330	hsa-mir-1909	sequence	LM610377	
miRBase	MI0008331	hsa-mir-1910	sequence	LM610378	
miRBase	MI0008332	hsa-mir-1911	sequence	LM610379	
miRBase	MI0008333	hsa-mir-1912	sequence	LM610380	
miRBase	MI0008354	sly-MIR1919a	sequence	LM610381	
miRBase	MI0008356	sly-MIR1919c	sequence	LM610382	
miRBase	MI0008357	sly-MIR160a	sequence	LM610383	
miRBase	MI0008358	sly-MIR166a	sequence	LM610384	
miRBase	MI0008359	sly-MIR166b	sequence	LM610385	
miRBase	MI0008360	sly-MIR167a	sequence	LM610386	
miRBase	MI0008361	sly-MIR169a	sequence	LM610387	
miRBase	MI0008363	sly-MIR169c	sequence	LM610388	
miRBase	MI0008365	sly-MIR171a	sequence	LM610389	
miRBase	MI0008366	sly-MIR171b	sequence	LM610390	
miRBase	MI0008367	sly-MIR171c	sequence	LM610391	
miRBase	MI0008369	sly-MIR395a	sequence	LM610392	
miRBase	MI0008371	sly-MIR397	sequence	LM610393	
miRBase	MI0009718	bta-mir-1-2	sequence	LM610394	
miRBase	MI0009719	bta-mir-1-1	sequence	LM610395	
miRBase	MI0009720	bta-mir-100	sequence	LM610396	
miRBase	MI0009721	bta-mir-101-1	sequence	LM610397	
miRBase	MI0009724	bta-mir-106b	sequence	LM610398	
miRBase	MI0009727	bta-mir-128-2	sequence	LM610399	
miRBase	MI0009728	bta-mir-129-1	sequence	LM610400	
miRBase	MI0009729	bta-mir-129-2	sequence	LM610401	
miRBase	MI0009730	bta-mir-130a	sequence	LM610402	
miRBase	MI0009731	bta-mir-130b	sequence	LM610403	
miRBase	MI0009741	bta-mir-138-1	sequence	LM610404	
miRBase	MI0009743	bta-mir-143	sequence	LM610405	
miRBase	MI0009745	bta-mir-146b	sequence	LM610406	
miRBase	MI0009748	bta-mir-152	sequence	LM610407	
miRBase	MI0009752	bta-mir-155	sequence	LM610408	
miRBase	MI0009753	bta-mir-16a	sequence	LM610409	
miRBase	MI0009754	bta-mir-181d	sequence	LM610410	
miRBase	MI0009755	bta-mir-182	sequence	LM610411	
miRBase	MI0009756	bta-mir-183	sequence	LM610412	
miRBase	MI0009757	bta-mir-184	sequence	LM610413	
miRBase	MI0009758	bta-mir-185	sequence	LM610414	
miRBase	MI0009764	bta-mir-193b	sequence	LM610415	
miRBase	MI0009765	bta-mir-194-2	sequence	LM610416	
miRBase	MI0009766	bta-mir-196a-2	sequence	LM610417	
miRBase	MI0009767	bta-mir-196a-1	sequence	LM610418	
miRBase	MI0009768	bta-mir-196b	sequence	LM610419	
miRBase	MI0009770	bta-mir-199a-2	sequence	LM610420	
miRBase	MI0009772	bta-mir-206	sequence	LM610421	
miRBase	MI0009776	bta-mir-212	sequence	LM610422	
miRBase	MI0009782	bta-mir-223	sequence	LM610423	
miRBase	MI0009783	bta-mir-224	sequence	LM610424	
miRBase	MI0009784	bta-mir-26a-1	sequence	LM610425	
miRBase	MI0009785	bta-mir-28	sequence	LM610426	
miRBase	MI0009789	bta-mir-301a	sequence	LM610427	
miRBase	MI0009795	bta-mir-30f	sequence	LM610428	
miRBase	MI0009796	bta-mir-32	sequence	LM610429	
miRBase	MI0009803	bta-mir-330	sequence	LM610430	
miRBase	MI0009805	bta-mir-338	sequence	LM610431	
miRBase	MI0009806	bta-mir-339a	sequence	LM610432	
miRBase	MI0009807	bta-mir-33a	sequence	LM610433	
miRBase	MI0009808	bta-mir-33b	sequence	LM610434	
miRBase	MI0009812	bta-mir-365-2	sequence	LM610435	
miRBase	MI0009816	bta-mir-374b	sequence	LM610436	
miRBase	MI0009817	bta-mir-375	sequence	LM610437	
miRBase	MI0009819	bta-mir-378-1	sequence	LM610438	
miRBase	MI0009828	bta-mir-421	sequence	LM610439	
miRBase	MI0009829	bta-mir-429	sequence	LM610440	
miRBase	MI0009834	bta-mir-449a	sequence	LM610441	
miRBase	MI0009835	bta-mir-449b	sequence	LM610442	
miRBase	MI0009836	bta-mir-449c	sequence	LM610443	
miRBase	MI0009837	bta-mir-451	sequence	LM610444	
miRBase	MI0009838	bta-mir-452	sequence	LM610445	
miRBase	MI0009843	bta-mir-486	sequence	LM610446	
miRBase	MI0009855	bta-mir-504	sequence	LM610447	
miRBase	MI0009891	bta-mir-744	sequence	LM610448	
miRBase	MI0009894	bta-mir-760	sequence	LM610449	
miRBase	MI0009898	bta-mir-769	sequence	LM610450	
miRBase	MI0009903	bta-mir-877	sequence	LM610451	
miRBase	MI0009905	bta-mir-92a-1	sequence	LM610452	
miRBase	MI0009906	bta-mir-92b	sequence	LM610453	
miRBase	MI0009910	bta-mir-95	sequence	LM610454	
miRBase	MI0009911	bta-mir-96	sequence	LM610455	
miRBase	MI0009912	bta-mir-9-1	sequence	LM610456	
miRBase	MI0009913	bta-mir-9-2	sequence	LM610457	
miRBase	MI0009914	mmu-mir-1927	sequence	LM610458	
miRBase	MI0009918	mmu-mir-1929	sequence	LM610459	
miRBase	MI0009919	mmu-mir-1930	sequence	LM610460	
miRBase	MI0009920	mmu-mir-1931	sequence	LM610461	
miRBase	MI0009921	mmu-mir-1932	sequence	LM610462	
miRBase	MI0009922	mmu-mir-1933	sequence	LM610463	
miRBase	MI0009923	mmu-mir-1934	sequence	LM610464	
miRBase	MI0009925	mmu-mir-1936	sequence	LM610465	
miRBase	MI0009927	mmu-mir-1938	sequence	LM610466	
miRBase	MI0009930	mmu-mir-1941	sequence	LM610467	
miRBase	MI0009932	mmu-mir-1943	sequence	LM610468	
miRBase	MI0009934	mmu-mir-1945	sequence	LM610469	
miRBase	MI0009935	mmu-mir-1306	sequence	LM610470	
miRBase	MI0009937	mmu-mir-1947	sequence	LM610471	
miRBase	MI0009939	mmu-mir-1948	sequence	LM610472	
miRBase	MI0009940	mmu-mir-1949	sequence	LM610473	
miRBase	MI0009941	mmu-mir-1950	sequence	LM610474	
miRBase	MI0009942	mmu-mir-669l	sequence	LM610475	
miRBase	MI0009943	mmu-mir-669m-1	sequence	LM610476	
miRBase	MI0009944	mmu-mir-669m-2	sequence	LM610477	
miRBase	MI0009945	mmu-mir-669o	sequence	LM610478	
miRBase	MI0009946	mmu-mir-1951	sequence	LM610479	
miRBase	MI0009948	mmu-mir-1953	sequence	LM610480	
miRBase	MI0009949	mmu-mir-1954	sequence	LM610481	
miRBase	MI0009950	mmu-mir-1955	sequence	LM610482	
miRBase	MI0009951	mmu-mir-669n	sequence	LM610483	
miRBase	MI0009952	mmu-mir-1956	sequence	LM610484	
miRBase	MI0009954	mmu-mir-1957a	sequence	LM610485	
miRBase	MI0009955	mmu-mir-1958	sequence	LM610486	
miRBase	MI0009957	mmu-mir-1960	sequence	LM610487	
miRBase	MI0009959	mmu-mir-1962	sequence	LM610488	
miRBase	MI0009960	mmu-mir-1963	sequence	LM610489	
miRBase	MI0009961	mmu-mir-1964	sequence	LM610490	
miRBase	MI0009963	mmu-mir-1966	sequence	LM610491	
miRBase	MI0009964	mmu-mir-1967	sequence	LM610492	
miRBase	MI0009965	mmu-mir-1968	sequence	LM610493	
miRBase	MI0009966	mmu-mir-1969	sequence	LM610494	
miRBase	MI0009968	mmu-mir-1970	sequence	LM610495	
miRBase	MI0009971	sly-MIR156a	sequence	LM610496	
miRBase	MI0009976	sly-MIR172a	sequence	LM610497	
miRBase	MI0009977	sly-MIR172b	sequence	LM610498	
miRBase	MI0009979	sly-MIR399	sequence	LM610499	
miRBase	MI0009982	hsa-mir-1972-1	sequence	LM610500	
miRBase	MI0009983	hsa-mir-1973	sequence	LM610501	
miRBase	MI0009990	mmu-mir-1983	sequence	LM610502	
miRBase	MI0009991	mmu-mir-1839	sequence	LM610503	
miRBase	MI0009992	mmu-mir-1981	sequence	LM610504	
miRBase	MI0009993	mmu-mir-1982	sequence	LM610505	
miRBase	MI0010046	cte-mir-1	sequence	LM610506	
miRBase	MI0010047	cte-mir-2a	sequence	LM610507	
miRBase	MI0010050	cte-mir-7	sequence	LM610508	
miRBase	MI0010051	cte-mir-8	sequence	LM610509	
miRBase	MI0010052	cte-mir-9	sequence	LM610510	
miRBase	MI0010053	cte-mir-10a	sequence	LM610511	
miRBase	MI0010054	cte-mir-10b	sequence	LM610512	
miRBase	MI0010055	cte-mir-10c	sequence	LM610513	
miRBase	MI0010056	cte-mir-12	sequence	LM610514	
miRBase	MI0010057	cte-mir-29a	sequence	LM610515	
miRBase	MI0010058	cte-mir-29b	sequence	LM610516	
miRBase	MI0010059	cte-mir-31	sequence	LM610517	
miRBase	MI0010060	cte-mir-34	sequence	LM610518	
miRBase	MI0010061	cte-mir-71	sequence	LM610519	
miRBase	MI0010062	cte-mir-87a	sequence	LM610520	
miRBase	MI0010063	cte-mir-87b	sequence	LM610521	
miRBase	MI0010064	cte-mir-92a	sequence	LM610522	
miRBase	MI0010065	cte-mir-92b	sequence	LM610523	
miRBase	MI0010066	cte-mir-92c	sequence	LM610524	
miRBase	MI0010067	cte-mir-96	sequence	LM610525	
miRBase	MI0010068	cte-mir-100	sequence	LM610526	
miRBase	MI0010069	cte-mir-125	sequence	LM610527	
miRBase	MI0010070	cte-mir-133	sequence	LM610528	
miRBase	MI0010072	cte-mir-153	sequence	LM610529	
miRBase	MI0010074	cte-mir-184a	sequence	LM610530	
miRBase	MI0010075	cte-mir-184b	sequence	LM610531	
miRBase	MI0010076	cte-mir-190	sequence	LM610532	
miRBase	MI0010079	cte-mir-216a	sequence	LM610533	
miRBase	MI0010080	cte-mir-252a	sequence	LM610534	
miRBase	MI0010082	cte-mir-278	sequence	LM610535	
miRBase	MI0010083	cte-mir-279	sequence	LM610536	
miRBase	MI0010085	cte-mir-315	sequence	LM610537	
miRBase	MI0010086	cte-mir-317	sequence	LM610538	
miRBase	MI0010087	cte-mir-365	sequence	LM610539	
miRBase	MI0010088	cte-mir-375	sequence	LM610540	
miRBase	MI0010089	cte-mir-745a	sequence	LM610541	
miRBase	MI0010091	cte-mir-750	sequence	LM610542	
miRBase	MI0010093	cte-mir-1175	sequence	LM610543	
miRBase	MI0010094	cte-bantam	sequence	LM610544	
miRBase	MI0010095	cte-let-7	sequence	LM610545	
miRBase	MI0010145	sko-mir-1	sequence	LM610546	
miRBase	MI0010147	sko-mir-200	sequence	LM610547	
miRBase	MI0010148	sko-mir-9	sequence	LM610548	
miRBase	MI0010149	sko-mir-10	sequence	LM610549	
miRBase	MI0010150	sko-mir-29a	sequence	LM610550	
miRBase	MI0010151	sko-mir-29b	sequence	LM610551	
miRBase	MI0010152	sko-mir-31	sequence	LM610552	
miRBase	MI0010154	sko-mir-34	sequence	LM610553	
miRBase	MI0010155	sko-mir-71	sequence	LM610554	
miRBase	MI0010158	sko-mir-92b	sequence	LM610555	
miRBase	MI0010159	sko-mir-92c	sequence	LM610556	
miRBase	MI0010160	sko-mir-96	sequence	LM610557	
miRBase	MI0010161	sko-mir-100	sequence	LM610558	
miRBase	MI0010162	sko-mir-124	sequence	LM610559	
miRBase	MI0010164	sko-mir-133	sequence	LM610560	
miRBase	MI0010165	sko-mir-137	sequence	LM610561	
miRBase	MI0010166	sko-mir-153	sequence	LM610562	
miRBase	MI0010169	sko-mir-184	sequence	LM610563	
miRBase	MI0010170	sko-mir-190	sequence	LM610564	
miRBase	MI0010171	sko-mir-193a	sequence	LM610565	
miRBase	MI0010172	sko-mir-210	sequence	LM610566	
miRBase	MI0010174	sko-mir-252a	sequence	LM610567	
miRBase	MI0010175	sko-mir-252b	sequence	LM610568	
miRBase	MI0010176	sko-mir-278	sequence	LM610569	
miRBase	MI0010178	sko-mir-315	sequence	LM610570	
miRBase	MI0010179	sko-mir-365	sequence	LM610571	
miRBase	MI0010180	sko-let-7	sequence	LM610572	
miRBase	MI0010185	spu-let-7	sequence	LM610573	
miRBase	MI0010186	spu-mir-1	sequence	LM610574	
miRBase	MI0010187	spu-mir-7	sequence	LM610575	
miRBase	MI0010188	spu-mir-200	sequence	LM610576	
miRBase	MI0010189	spu-mir-9	sequence	LM610577	
miRBase	MI0010190	spu-mir-10	sequence	LM610578	
miRBase	MI0010192	spu-mir-29a	sequence	LM610579	
miRBase	MI0010193	spu-mir-31	sequence	LM610580	
miRBase	MI0010195	spu-mir-34	sequence	LM610581	
miRBase	MI0010196	spu-mir-71	sequence	LM610582	
miRBase	MI0010198	spu-mir-92a	sequence	LM610583	
miRBase	MI0010199	spu-mir-92b	sequence	LM610584	
miRBase	MI0010200	spu-mir-92c	sequence	LM610585	
miRBase	MI0010201	spu-mir-96	sequence	LM610586	
miRBase	MI0010203	spu-mir-125	sequence	LM610587	
miRBase	MI0010204	spu-mir-133	sequence	LM610588	
miRBase	MI0010205	spu-mir-153	sequence	LM610589	
miRBase	MI0010206	spu-mir-182	sequence	LM610590	
miRBase	MI0010207	spu-mir-184	sequence	LM610591	
miRBase	MI0010208	spu-mir-252a	sequence	LM610592	
miRBase	MI0010210	spu-mir-278	sequence	LM610593	
miRBase	MI0010211	cte-mir-67	sequence	LM610594	
miRBase	MI0010213	sko-mir-193b	sequence	LM610595	
miRBase	MI0010230	cte-mir-1993	sequence	LM610596	
miRBase	MI0010232	cte-mir-1987	sequence	LM610597	
miRBase	MI0010234	cte-mir-2001	sequence	LM610598	
miRBase	MI0010235	cte-mir-1995	sequence	LM610599	
miRBase	MI0010236	cte-mir-1996a	sequence	LM610600	
miRBase	MI0010237	cte-mir-1997	sequence	LM610601	
miRBase	MI0010239	cte-mir-1999	sequence	LM610602	
miRBase	MI0010240	cte-mir-2000	sequence	LM610603	
miRBase	MI0010264	sko-mir-2001	sequence	LM610604	
miRBase	MI0010265	sko-mir-2012	sequence	LM610605	
miRBase	MI0010266	sko-mir-2013	sequence	LM610606	
miRBase	MI0010267	sko-mir-2008	sequence	LM610607	
miRBase	MI0010268	sko-mir-2011	sequence	LM610608	
miRBase	MI0010270	spu-mir-2012	sequence	LM610609	
miRBase	MI0010271	spu-mir-2013	sequence	LM610610	
miRBase	MI0010272	spu-mir-2002	sequence	LM610611	
miRBase	MI0010273	spu-mir-2003	sequence	LM610612	
miRBase	MI0010274	spu-mir-2004	sequence	LM610613	
miRBase	MI0010275	spu-mir-2005	sequence	LM610614	
miRBase	MI0010276	spu-mir-2006	sequence	LM610615	
miRBase	MI0010281	spu-mir-2011	sequence	LM610616	
miRBase	MI0010462	bta-mir-7-2	sequence	LM610617	
miRBase	MI0010464	bta-mir-29b-1	sequence	LM610618	
miRBase	MI0010471	bta-mir-7-1	sequence	LM610619	
miRBase	MI0010473	bta-mir-1839	sequence	LM610620	
miRBase	MI0010474	bta-mir-1307	sequence	LM610621	
miRBase	MI0010479	bta-mir-1306	sequence	LM610622	
miRBase	MI0010480	bta-mir-1271	sequence	LM610623	
miRBase	MI0010481	bta-mir-1249	sequence	LM610624	
miRBase	MI0010484	bta-mir-181a-1	sequence	LM610625	
miRBase	MI0010485	bta-mir-181b-1	sequence	LM610626	
miRBase	MI0010569	zma-MIR396c	sequence	LM610627	
miRBase	MI0010570	zma-MIR396d	sequence	LM610628	
miRBase	MI0010610	ame-mir-996	sequence	LM610629	
miRBase	MI0010611	ame-mir-263b	sequence	LM610630	
miRBase	MI0010612	ame-mir-92b-1	sequence	LM610631	
miRBase	MI0010613	ame-mir-92b-2	sequence	LM610632	
miRBase	MI0010618	ame-mir-981	sequence	LM610633	
miRBase	MI0010619	ame-mir-316	sequence	LM610634	
miRBase	MI0010629	hsa-mir-2110	sequence	LM610635	
miRBase	MI0010631	ath-MIR2111b	sequence	LM610636	
miRBase	MI0010632	ath-MIR2112	sequence	LM610637	
miRBase	MI0010635	hsa-mir-2116	sequence	LM610638	
miRBase	MI0010637	hsa-mir-548q	sequence	LM610639	
miRBase	MI0010834	dre-mir-2184	sequence	LM610640	
miRBase	MI0010835	dre-mir-2185-1	sequence	LM610641	
miRBase	MI0010836	dre-mir-429b	sequence	LM610642	
miRBase	MI0010837	dre-mir-1388	sequence	LM610643	
miRBase	MI0010839	dre-mir-2187	sequence	LM610644	
miRBase	MI0010840	dre-mir-196c	sequence	LM610645	
miRBase	MI0010843	dre-mir-107b	sequence	LM610646	
miRBase	MI0010844	dre-mir-455-2	sequence	LM610647	
miRBase	MI0010845	dre-mir-222b	sequence	LM610648	
miRBase	MI0010848	dre-mir-126b	sequence	LM610649	
miRBase	MI0010850	dre-mir-2188	sequence	LM610650	
miRBase	MI0010852	dre-mir-2192	sequence	LM610651	
miRBase	MI0010853	dre-mir-196d	sequence	LM610652	
miRBase	MI0010860	sbi-MIR156f	sequence	LM610653	
miRBase	MI0010861	sbi-MIR156g	sequence	LM610654	
miRBase	MI0010862	sbi-MIR156h	sequence	LM610655	
miRBase	MI0010863	sbi-MIR156i	sequence	LM610656	
miRBase	MI0010865	sbi-MIR164d	sequence	LM610657	
miRBase	MI0010867	sbi-MIR166h	sequence	LM610658	
miRBase	MI0010868	sbi-MIR166i	sequence	LM610659	
miRBase	MI0010869	sbi-MIR166j	sequence	LM610660	
miRBase	MI0010870	sbi-MIR166k	sequence	LM610661	
miRBase	MI0010871	sbi-MIR167h	sequence	LM610662	
miRBase	MI0010872	sbi-MIR167i	sequence	LM610663	
