rfam_acc	db_id	comment	db_link	other_params	type
RF00256	MIR		MI0000238		Gene; miRNA;
RF00256	MIR		MI0000279		Gene; miRNA;
RF00256	MIR		MI0000552		Gene; miRNA;
RF00256	MIR		MI0000553		Gene; miRNA;
RF00256	MIPF		MIPF0000031		Gene; miRNA;
RF00256	SO		0001244	pre_miRNA	Gene; miRNA;
RF00256	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF00256	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF00257	MIR		MI0000236		Gene; miRNA;
RF00257	MIR		MI0000488		Gene; miRNA;
RF00257	MIR		MI0000732		Gene; miRNA;
RF00257	MIR		MI0000733		Gene; miRNA;
RF00257	MIPF		MIPF0000055		Gene; miRNA;
RF00257	SO		0001244	pre_miRNA	Gene; miRNA;
RF00257	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF00257	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF00258	MIR		MI0000156		Gene; miRNA;
RF00258	MIR		MI0000408		Gene; miRNA;
RF00258	MIR		MI0000448		Gene; miRNA;
RF00258	MIR		MI0000748		Gene; miRNA;
RF00258	MIPF		MIPF0000034		Gene; miRNA;
RF00258	SO		0001244	pre_miRNA	Gene; miRNA;
RF00258	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF00258	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF00259	SO		0000204	five_prime_UTR	Cis-reg;
RF00259	GO		0045727	positive regulation of translation	Cis-reg;
RF00260	SO		0000233	mature_transcript	Cis-reg;
RF00260	GO		0019079	viral genome replication	Cis-reg;
RF00261	SO		0000243	internal_ribosome_entry_site	Cis-reg; IRES;
RF00261	GO		0043022	ribosome binding	Cis-reg; IRES;
RF00262	SO		0000644	antisense_RNA	Gene; antisense;
RF00262	GO		0003729	mRNA binding	Gene; antisense;
RF00263	SO		0000594	H_ACA_box_snoRNA	Gene; snRNA; snoRNA; HACA-box;
RF00263	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF00263	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF00263	snoopy		Mus_musculus300869		Gene; snRNA; snoRNA; HACA-box;
RF00263	snoopy		Loxodonta_africana300439		Gene; snRNA; snoRNA; HACA-box;
RF00264	SO		0000594	H_ACA_box_snoRNA	Gene; snRNA; snoRNA; HACA-box;
RF00264	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF00264	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF00264	snoopy		Mus_musculus300780		Gene; snRNA; snoRNA; HACA-box;
RF00264	snoopy		Echinops_telfairi300096		Gene; snRNA; snoRNA; HACA-box;
RF00265	SO		0000594	H_ACA_box_snoRNA	Gene; snRNA; snoRNA; HACA-box;
RF00265	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF00265	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF00265	snoopy		Mus_musculus300829;		Gene; snRNA; snoRNA; HACA-box;
RF00265	snoopy		Danio_rerio300125;		Gene; snRNA; snoRNA; HACA-box;
RF00265	snoopy		Mus_musculus300829		Gene; snRNA; snoRNA; HACA-box;
RF00265	snoopy		Danio_rerio300125		Gene; snRNA; snoRNA; HACA-box;
RF00266	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF00266	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00266	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00266	snoopy		Mus_musculus300938		Gene; snRNA; snoRNA; CD-box;
RF00266	snoopy		Loxodonta_africana300514		Gene; snRNA; snoRNA; CD-box;
RF00267	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00267	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00267	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00268	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00268	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00268	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00268	snoopy		Arabidopsis_thaliana300111;		Gene; snRNA; snoRNA; CD-box;
RF00268	snoopy		Arabidopsis_thaliana300111		Gene; snRNA; snoRNA; CD-box;
RF00270	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00270	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00270	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00270	snoopy		Mus_musculus300832		Gene; snRNA; snoRNA; CD-box;
RF00270	snoopy		Danio_rerio300124		Gene; snRNA; snoRNA; CD-box;
RF00271	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00271	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00271	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00271	snoopy		Mus_musculus300357		Gene; snRNA; snoRNA; CD-box;
RF00271	snoopy		Gasterosteus_aculeatus300119		Gene; snRNA; snoRNA; CD-box;
RF00272	SO		0000594	H_ACA_box_snoRNA	Gene; snRNA; snoRNA; HACA-box;
RF00272	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF00272	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF00272	snoopy		Mus_musculus300411		Gene; snRNA; snoRNA; HACA-box;
RF00272	snoopy		Homo_sapiens300113		Gene; snRNA; snoRNA; HACA-box;
RF00273	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00273	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00273	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00273	snoopy		Oryzias_latipes300062		Gene; snRNA; snoRNA; CD-box;
RF00273	snoopy		Oryzias_latipes300061		Gene; snRNA; snoRNA; CD-box;
RF00274	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00274	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00274	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00274	snoopy		Mus_musculus300983		Gene; snRNA; snoRNA; CD-box;
RF00274	snoopy		Oryzias_latipes300063		Gene; snRNA; snoRNA; CD-box;
RF00275	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00275	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00275	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00275	snoopy		Loxodonta_africana300478		Gene; snRNA; snoRNA; CD-box;
RF00275	snoopy		Echinops_telfairi300041		Gene; snRNA; snoRNA; CD-box;
RF00276	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00276	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00276	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00276	snoopy		Mus_musculus300615		Gene; snRNA; snoRNA; CD-box;
RF00276	snoopy		Takifugu_rubripes300021		Gene; snRNA; snoRNA; CD-box;
RF00277	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00277	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00277	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00277	snoopy		Mus_musculus300079		Gene; snRNA; snoRNA; CD-box;
RF00277	snoopy		Oryzias_latipes300028		Gene; snRNA; snoRNA; CD-box;
RF00278	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00278	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00278	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00278	snoopy		Homo_sapiens300234		Gene; snRNA; snoRNA; CD-box;
RF00278	snoopy		Gallus_gallus300002		Gene; snRNA; snoRNA; CD-box;
RF00279	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00279	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00279	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00279	snoopy		Mus_musculus300909		Gene; snRNA; snoRNA; CD-box;
RF00279	snoopy		Homo_sapiens300006		Gene; snRNA; snoRNA; CD-box;
RF00280	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00280	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00280	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00280	snoopy		Homo_sapiens300725		Gene; snRNA; snoRNA; CD-box;
RF00280	snoopy		Loxodonta_africana300446		Gene; snRNA; snoRNA; CD-box;
RF00281	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00281	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00281	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00281	snoopy		Mus_musculus300641;		Gene; snRNA; snoRNA; CD-box;
RF00281	snoopy		Oryzias_latipes300022;		Gene; snRNA; snoRNA; CD-box;
RF00281	snoopy		Mus_musculus300641		Gene; snRNA; snoRNA; CD-box;
RF00281	snoopy		Oryzias_latipes300022		Gene; snRNA; snoRNA; CD-box;
RF00282	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00282	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00282	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00282	snoopy		Mus_musculus300616		Gene; snRNA; snoRNA; CD-box;
RF00282	snoopy		Loxodonta_africana300453		Gene; snRNA; snoRNA; CD-box;
RF00283	SO		0000275	snoRNA	Gene; snRNA; snoRNA; scaRNA;
RF00283	GO		0006396	RNA processing	Gene; snRNA; snoRNA; scaRNA;
RF00283	GO		0015030	Cajal body	Gene; snRNA; snoRNA; scaRNA;
RF00283	GO		0005730	nucleolus	Gene; snRNA; snoRNA; scaRNA;
RF00284	snoRNABase		U74		Gene; snRNA; snoRNA; CD-box;
RF00284	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00284	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00284	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00284	snoopy		Mus_musculus300795		Gene; snRNA; snoRNA; CD-box;
RF00284	snoopy		Homo_sapiens300096		Gene; snRNA; snoRNA; CD-box;
RF00285	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00285	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00285	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00286	SO		0000275	snoRNA	Gene; snRNA; snoRNA; scaRNA;
RF00286	GO		0006396	RNA processing	Gene; snRNA; snoRNA; scaRNA;
RF00286	GO		0015030	Cajal body	Gene; snRNA; snoRNA; scaRNA;
RF00286	GO		0005730	nucleolus	Gene; snRNA; snoRNA; scaRNA;
RF00287	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00287	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00287	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00287	snoopy		Rattus_norvegicus300167		Gene; snRNA; snoRNA; CD-box;
RF00287	snoopy		Macaca_mulatta300477		Gene; snRNA; snoRNA; CD-box;
RF00288	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00288	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00288	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00288	snoopy		Mus_musculus300317		Gene; snRNA; snoRNA; CD-box;
RF00288	snoopy		Oryzias_latipes300067		Gene; snRNA; snoRNA; CD-box;
RF00289	snoRNABase		U104		Gene; snRNA; snoRNA; CD-box;
RF00289	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF00289	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00289	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00289	snoopy		Mus_musculus300032		Gene; snRNA; snoRNA; CD-box;
RF00289	snoopy		Echinops_telfairi300001		Gene; snRNA; snoRNA; CD-box;
RF00290	SO		0000233	mature_transcript	Cis-reg;
RF00290	GO		0039689	negative stranded viral RNA replication	Cis-reg;
RF00291	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF00291	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF00291	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF00291	snoopy		Drosophila_melanogaster300199		Gene; snRNA; snoRNA; HACA-box;
RF00292	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00292	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00292	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00293	SO		0000594	H_ACA_box_snoRNA	Gene; snRNA; snoRNA; HACA-box;
RF00293	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF00293	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF00293	snoopy		Drosophila_melanogaster300117		Gene; snRNA; snoRNA; HACA-box;
RF00294	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00294	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00294	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00295	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00295	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00295	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00296	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00296	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00296	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00296	snoopy		Arabidopsis_thaliana300027		Gene; snRNA; snoRNA; CD-box;
RF00300	URL		http://bioinf.scri.sari.ac.uk/cgi-bin/plant_snorna/home		Gene; snRNA; snoRNA; CD-box;
RF00300	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF00300	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF00300	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00300	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00301	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00301	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00301	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00302	SO		0000594	H_ACA_box_snoRNA	Gene; snRNA; snoRNA; HACA-box;
RF00302	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF00302	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF00302	snoopy		Mus_musculus300367		Gene; snRNA; snoRNA; HACA-box;
RF00302	snoopy		Oryzias_latipes300066		Gene; snRNA; snoRNA; HACA-box;
RF00303	SO		0000594	H_ACA_box_snoRNA	Gene; snRNA; snoRNA; HACA-box;
RF00303	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF00303	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF00303	snoopy		Arabidopsis_thaliana300124;		Gene; snRNA; snoRNA; HACA-box;
RF00303	snoopy		Arabidopsis_thaliana300207;		Gene; snRNA; snoRNA; HACA-box;
RF00303	snoopy		Arabidopsis_thaliana300124		Gene; snRNA; snoRNA; HACA-box;
RF00303	snoopy		Arabidopsis_thaliana300207		Gene; snRNA; snoRNA; HACA-box;
RF00304	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF00304	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00304	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00305	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00305	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00305	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00306	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF00306	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00306	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00307	SO		0000594	H_ACA_box_snoRNA	Gene; snRNA; snoRNA; HACA-box;
RF00307	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF00307	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF00307	snoopy		Arabidopsis_thaliana300139		Gene; snRNA; snoRNA; HACA-box;
RF00309	snoRNABase		U80		Gene; snRNA; snoRNA; CD-box;
RF00309	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00309	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00309	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00309	snoopy		Oryzias_latipes300023		Gene; snRNA; snoRNA; CD-box;
RF00309	snoopy		Gasterosteus_aculeatus300081		Gene; snRNA; snoRNA; CD-box;
RF00310	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF00310	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00310	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00311	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF00311	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00311	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00312	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00312	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00312	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00313	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF00313	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00313	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00314	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF00314	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00314	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00315	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00315	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00315	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00316	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00316	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00316	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00316	snoopy		Arabidopsis_thaliana300243		Gene; snRNA; snoRNA; CD-box;
RF00317	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF00317	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00317	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00318	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF00318	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00318	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00319	snoRNABase		ACA23		Gene; snRNA; snoRNA; HACA-box;
RF00319	SO		0000594	H_ACA_box_snoRNA	Gene; snRNA; snoRNA; HACA-box;
RF00319	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF00319	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF00319	snoopy		Mus_musculus300764		Gene; snRNA; snoRNA; HACA-box;
RF00319	snoopy		Danio_rerio300118		Gene; snRNA; snoRNA; HACA-box;
RF00320	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF00320	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00320	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00321	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF00321	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00321	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00322	snoRNABase		ACA31		Gene; snRNA; snoRNA; HACA-box;
RF00322	SO		0000594	H_ACA_box_snoRNA	Gene; snRNA; snoRNA; HACA-box;
RF00322	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF00322	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF00322	snoopy		Mus_musculus300391		Gene; snRNA; snoRNA; HACA-box;
RF00322	snoopy		Gallus_gallus300029		Gene; snRNA; snoRNA; HACA-box;
RF00323	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00323	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00323	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00324	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00324	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00324	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00324	snoopy		Mus_musculus300816		Gene; snRNA; snoRNA; CD-box;
RF00324	snoopy		Gallus_gallus300046		Gene; snRNA; snoRNA; CD-box;
RF00325	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00325	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00325	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00325	snoopy		Mus_musculus300920		Gene; snRNA; snoRNA; CD-box;
RF00325	snoopy		Gallus_gallus300073		Gene; snRNA; snoRNA; CD-box;
RF00326	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00326	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00326	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00327	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF00327	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00327	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00328	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00328	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00328	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00329	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF00329	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00329	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00330	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00330	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00330	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00330	snoopy		Arabidopsis_thaliana300061		Gene; snRNA; snoRNA; CD-box;
RF00331	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00331	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00331	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00332	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00332	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00332	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00333	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00333	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00333	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00333	snoopy		Arabidopsis_thaliana300069		Gene; snRNA; snoRNA; CD-box;
RF00334	snoRNABase		ACA3		Gene; snRNA; snoRNA; HACA-box;
RF00334	snoRNABase		ACA3-2		Gene; snRNA; snoRNA; HACA-box;
RF00334	SO		0000594	H_ACA_box_snoRNA	Gene; snRNA; snoRNA; HACA-box;
RF00334	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF00334	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF00334	snoopy		Mus_musculus300761		Gene; snRNA; snoRNA; HACA-box;
RF00334	snoopy		Homo_sapiens300363		Gene; snRNA; snoRNA; HACA-box;
RF00335	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00335	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00335	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00336	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00336	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00336	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00337	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00337	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00337	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00338	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00338	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00338	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00339	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00339	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00339	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00339	snoopy		Arabidopsis_thaliana300214		Gene; snRNA; snoRNA; CD-box;
RF00339	snoopy		Arabidopsis_thaliana300192		Gene; snRNA; snoRNA; CD-box;
RF00340	snoRNABase		ACA36		Gene; snRNA; snoRNA; HACA-box;
RF00340	snoRNABase		ACA36B		Gene; snRNA; snoRNA; HACA-box;
RF00340	SO		0000594	H_ACA_box_snoRNA	Gene; snRNA; snoRNA; HACA-box;
RF00340	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF00340	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF00340	snoopy		Mus_musculus300708		Gene; snRNA; snoRNA; HACA-box;
RF00340	snoopy		Homo_sapiens300432		Gene; snRNA; snoRNA; HACA-box;
RF00341	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00341	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00341	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00341	snoopy		Loxodonta_africana300353		Gene; snRNA; snoRNA; CD-box;
RF00341	snoopy		Cavia_porcellus300166		Gene; snRNA; snoRNA; CD-box;
RF00342	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
