rfam_acc	rfam_id	type	sequence_type	description	ncbi_id	rfamseq_acc	seq_start	seq_end	dbxrefs	PMIDS	version	species	tax_string
RF00005	RF00005	tRNA	full	tRNA	407821	KK113940	599145	599073	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113940	613136	613064	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113940	621384	621314	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113941	130592	130664	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113941	169201	169129	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113941	256956	257028	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113941	257221	257293	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113941	263456	263528	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113941	288713	288785	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113941	299980	300052	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113941	305340	305268	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113941	305593	305521	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113941	314923	314851	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113941	364343	364271	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113941	365524	365596	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113941	410429	410358	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113942	41714	41639	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113943	210519	210591	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113943	210776	210847	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113943	334242	334170	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113943	334496	334424	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113946	56522	56450	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113946	56772	56699	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113946	84032	84104	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113947	37165	37246	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113947	117169	117097	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113947	208278	208350	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113947	212425	212495	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113951	4183	4264	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113951	27268	27340	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113951	114854	114926	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113951	186081	186009	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113951	242683	242611	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113951	242937	242865	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113951	243192	243120	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113952	128690	128618	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113953	8964	8892	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113953	84475	84547	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113953	111130	111202	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113954	14158	14230	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113954	365831	365903	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113954	366085	366157	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113954	413109	413037	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113955	102435	102363	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113955	102685	102613	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113957	219534	219606	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113957	219787	219859	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113957	291062	290990	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113957	363408	363337	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113957	363662	363590	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113958	204822	204751	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113958	218343	218271	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113959	27836	27908	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113959	55875	55803	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113959	56128	56056	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113959	62507	62579	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113959	72912	72840	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113959	88268	88196	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113959	95011	95083	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113959	168659	168587	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113959	187590	187662	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113959	187848	187920	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113959	203859	203931	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113959	204112	204184	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113959	209927	209997	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113959	210937	211009	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113959	211188	211260	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113959	264023	264095	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113959	264267	264339	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113959	273646	273716	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113960	169019	168947	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113960	169273	169201	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113962	45799	45871	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113962	107324	107252	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113963	41959	42031	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113963	56128	56056	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113963	56381	56309	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113963	127194	127266	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113963	149090	149018	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113963	149343	149271	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113965	32652	32724	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113965	32905	32977	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113965	40045	40117	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113965	40298	40370	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113966	82565	82493	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113966	172892	172964	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113966	173145	173216	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113966	476312	476384	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113966	533228	533156	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113966	590293	590365	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113966	627729	627801	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113966	716924	716996	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113966	739946	739874	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113966	768757	768828	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113966	778109	778037	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113966	862828	862756	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113966	863082	863010	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113966	891857	891929	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113966	892112	892184	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK113966	892811	892739	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
