URS_taxid	CRS_start_relative_to_URS	CRS_end_relative_to_URS	chromosome	CRS_start_relative_to_genome	CRS_end_relative_to_genome	CRS_id	CRS_fdr
URS00009B03CD_9606	37	107	chr1	16647234	16647304	M1318318	13.09
URS00008C3423_9606	37	107	chr1	16647234	16647304	M1318318	13.09
URS00008C2483_9606	37	107	chr1	16647234	16647304	M1318318	13.09
URS00008C2CA6_9606	37	107	chr1	16647234	16647304	M1318318	13.09
URS00009ADC9F_9606	-28	42	chr1	16647234	16647304	M1318318	13.09
URS00009B03CD_9606	167	215	chr1	16647364	16647412	M0033799	7.37
URS00008C3423_9606	167	215	chr1	16647364	16647412	M0033799	7.37
URS00008C2483_9606	167	215	chr1	16647364	16647412	M0033799	7.37
URS00008C2883_9606	1273	1321	chr1	16647364	16647412	M0033799	7.37
URS00009BA772_9606	418	476	chr1	16649173	16649231	M0033805	13.86
URS00008C193C_9606	418	476	chr1	16649173	16649231	M0033805	13.86
URS00008C2883_9606	172	230	chr1	16649173	16649231	M0033805	13.86
URS00009ADC9F_9606	54	112	chr1	16649173	16649231	M0033805	13.86
URS00008C0F45_9606	0	58	chr1	16649173	16649231	M0033805	13.86
URS00008C29EA_9606	-53	5	chr1	16649173	16649231	M0033805	13.86
URS00009BA772_9606	619	659	chr1	16649374	16649414	M0033808	18.28
URS00008C2883_9606	-11	29	chr1	16649374	16649414	M0033808	18.28
URS00008C29EA_9606	148	188	chr1	16649374	16649414	M0033808	18.28
URS00008C0F45_9606	-4	36	chr1	16649374	16649414	M0033808	18.28
URS00008C193C_9606	-4	36	chr1	16649374	16649414	M0033808	18.28
URS00009ADC9F_9606	-4	36	chr1	16649374	16649414	M0033808	18.28
URS00008C32EE_9606	101	179	chr1	16656493	16656571	M1318362	27.76
URS00008C32EE_9606	5	61	chr1	16656735	16656791	M0033853	18.28
URS00008C32EE_9606	-5	36	chr1	16656919	16656960	M0033856	13.88
URS00008C424B_9606	41	82	chr1	16656919	16656960	M0033856	13.88
URS00008C32EE_9606	145	186	chr1	16657050	16657091	M1318365	35.44
URS00008C1A7F_9606	68	220	chr1	16681008	16681160	M1318437	18.19
URS00008C1307_9606	153	185	chr1	16691110	16691142	M1318492	18.19
URS00008C1A7F_9606	206	238	chr1	16691110	16691142	M1318492	18.19
URS00008C1307_9606	173	234	chr1	16692076	16692137	M0034072	18.28
URS00008B9FD4_9606	232	334	chr1	16700977	16701079	M1318590	12.31
URS00008B4AAD_9606	232	334	chr1	16700977	16701079	M1318590	12.31
URS00008B9FD4_9606	19	57	chr1	16701254	16701292	M1318598	17.38
URS00008B4AAD_9606	19	57	chr1	16701254	16701292	M1318598	17.38
URS00008BC296_9606	409	499	chr1	16710876	16710966	M1318665	11.03
URS00008C32EE_9606	145	186	chr1	16750377	16750418	M0034343	35.44
URS00008C32EE_9606	113	155	chr1	16750909	16750951	M0034346	35.44
URS00008BD292_9606	3	37	chr1	16889703	16889737	M0035206	18.19
URS00006AACBE_9606	27	61	chr1	16889703	16889737	M0035206	18.19
URS00001BBC70_9606	27	61	chr1	16889703	16889737	M0035206	18.19
URS000037DEFD_9606	-6	28	chr1	16889703	16889737	M0035206	18.19
URS00008BAC2F_9606	10	57	chr1	16921561	16921608	M0035310	18.86
URS00008B9BB9_9606	132	178	chr1	16974644	16974690	M0035529	27.76
URS00008B9BB9_9606	174	249	chr1	16974686	16974761	M1319869	13.09
URS00008B9BB9_9606	1238	1306	chr1	16975750	16975818	M0035538	13.09
URS00008B9BB9_9606	1703	1750	chr1	16976215	16976262	M1319891	13.09
URS00008B9BB9_9606	661	719	chr1	16978329	16978387	M0035567	35.44
URS00008BE792_9606	1481	1560	chr1	17067358	17067437	M1320368	4.98
URS00008BE792_9606	1779	1815	chr1	17067656	17067692	M1320379	18.86
URS00008BE792_9606	1838	1902	chr1	17067715	17067779	M1320377	14.35
URS00008BE792_9606	4283	4337	chr1	17070160	17070214	M1320388	18.86
URS00003001D0_9606	-33	15	chr1	17189749	17189797	M1321242	18.19
URS00008BD0CF_9606	-33	15	chr1	17189749	17189797	M1321242	18.19
URS00009C6115_9606	-39	9	chr1	17189749	17189797	M1321242	18.19
URS00009C6115_9606	95	171	chr1	17193059	17193135	M1321289	13.86
URS00008BD0CF_9606	95	171	chr1	17193059	17193135	M1321289	13.86
URS00003001D0_9606	95	171	chr1	17193059	17193135	M1321289	13.86
URS00009C604B_9606	11	74	chr1	17201660	17201723	M0036965	35.44
URS00008BA0F5_9606	641	699	chr1	17407856	17407914	M0038172	27.76
URS00008BA0F5_9606	236	269	chr1	17408286	17408319	M1322696	24.43
URS00008BA0F5_9606	63	128	chr1	17408427	17408492	M1322693	18.86
URS00008B3D09_9606	631	675	chr1	17546587	17546631	M0039123	13.88
URS00009B827F_9606	-60	29	chr1	18001834	18001923	M1326925	16.64
URS00009B234D_9606	-60	29	chr1	18001834	18001923	M1326925	16.64
URS0000BC46D7_9606	290	336	chr1	18016001	18016047	M1327050	11.03
URS0000BC46D7_9606	618	650	chr1	18045502	18045534	M1327259	20.47
URS00008B942B_9606	-20	29	chr1	18176146	18176195	M1328136	18.28
URS00009C2826_9606	-20	29	chr1	18176146	18176195	M1328136	18.28
URS0000255CBB_9606	-20	29	chr1	18176146	18176195	M1328136	18.28
URS00008BB389_9606	504	551	chr1	18484321	18484368	M1329362	11.72
URS00008BB389_9606	1829	1863	chr1	18485646	18485680	M0044918	18.86
URS00008B7B8C_9606	606	649	chr1	18747087	18747130	M1330079	16.64
URS0000604D92_9606	1766	1801	chr1	19073711	19073746	M1331312	11.03
URS0000604D92_9606	1673	1701	chr1	19073811	19073839	M0046896	18.19
URS0000604D92_9606	224	261	chr1	19075251	19075288	M1331314	27.76
URS00008B3E83_9606	-30	8	chr1	19210244	19210282	M0047204	35.44
URS00008B3E83_9606	43	82	chr1	19210317	19210356	M1331572	17.38
URS00008BF2E1_9606	9	39	chr1	19260695	19260725	M1331653	7.37
URS00008B949C_9606	9	39	chr1	19260695	19260725	M1331653	7.37
URS00008B65DF_9606	610	644	chr1	19332205	19332239	M1331877	18.86
URS00008B65DF_9606	117	160	chr1	19332885	19332928	M0047515	27.76
URS00008B65DF_9606	1279	1374	chr1	19334047	19334142	M1331885	0.0
URS00008B2BBD_9606	-59	19	chr1	19531441	19531519	M1333067	18.19
URS00009B5646_9606	-61	17	chr1	19531441	19531519	M1333067	18.19
URS00008BE91A_9606	1858	1894	chr1	19687856	19687892	M1334080	18.28
URS00002E1BD5_9606	41	101	chr1	19819283	19819343	M0051703	13.88
URS0000403E71_9606	16	53	chr1	19911037	19911074	M0052732	13.88
URS00008BA56B_9606	553	595	chr1	20090187	20090229	M1339247	8.83
URS00008BA56B_9606	183	219	chr1	20091389	20091425	M1339257	13.88
URS00008BA56B_9606	-40	27	chr1	20091581	20091648	M1339258	11.66
URS0000BC45AC_9606	41	81	chr1	20243135	20243175	M1341444	24.43
URS00005E6A7C_9606	41	81	chr1	20243135	20243175	M1341444	24.43
URS00009B5492_9606	40	80	chr1	20243135	20243175	M1341444	24.43
URS00009BDD0C_9606	40	80	chr1	20243135	20243175	M1341444	24.43
URS0000BDC93F_9606	537	573	chr1	20273015	20273051	M1341718	12.56
URS0000BCB605_9606	156	192	chr1	20273015	20273051	M1341718	12.56
URS0000BDC93F_9606	1108	1138	chr1	20273586	20273616	M0057368	18.19
URS0000BCB605_9606	727	757	chr1	20273586	20273616	M0057368	18.19
URS00008C1F07_9606	1958	1989	chr1	20360053	20360084	M0058293	18.86
URS000075A082_9606	1958	1989	chr1	20360053	20360084	M0058293	18.86
URS00008C1F07_9606	311	373	chr1	20361669	20361731	M1342605	24.43
URS000075A082_9606	311	373	chr1	20361669	20361731	M1342605	24.43
URS00003F0E1C_9606	311	373	chr1	20361669	20361731	M1342605	24.43
URS00008B726E_9606	311	373	chr1	20361669	20361731	M1342605	24.43
URS00008C1F07_9606	-60	74	chr1	20361968	20362102	M0058304	9.71
URS000075A082_9606	-60	74	chr1	20361968	20362102	M0058304	9.71
URS00003F0E1C_9606	-60	74	chr1	20361968	20362102	M0058304	9.71
URS00008B726E_9606	-60	74	chr1	20361968	20362102	M0058304	9.71
URS00009C5F81_9606	6	133	chr1	20400855	20400982	M0058434	13.86
URS00008C1F07_9606	6	133	chr1	20400855	20400982	M0058434	13.86
URS00003F0E1C_9606	6	133	chr1	20400855	20400982	M0058434	13.86
URS000075A082_9606	6	133	chr1	20400855	20400982	M0058434	13.86
URS0000585BF8_9606	-50	21	chr1	20413233	20413304	M1342845	9.71
URS0000059113_9606	30	102	chr1	20431133	20431205	M1343103	18.28
URS0000BD87D6_9606	30	104	chr1	20476659	20476733	M1343722	27.76
URS0000BD87D6_9606	162	194	chr1	20476791	20476823	M1343725	24.43
URS00008BDCC1_9606	0	57	chr1	20479295	20479352	M1343742	18.86
URS0000BCB45E_9606	0	57	chr1	20479295	20479352	M1343742	18.86
URS00009B1FE0_9606	679	722	chr1	20482998	20483041	M1343774	14.68
URS00009B1FE0_9606	388	488	chr1	20483232	20483332	M0059654	14.35
URS00008C02A2_9606	388	488	chr1	20483232	20483332	M0059654	14.35
URS00008B3D3B_9606	150	232	chr1	20486748	20486830	M0059704	21.69
URS00008B3D3B_9606	91	126	chr1	20486854	20486889	M0059719	27.76
URS00008B3D3B_9606	38	73	chr1	20487246	20487281	M1343862	24.43
URS000075A41D_9606	94	140	chr1	20633772	20633818	M0060975	17.38
URS000075A98B_9606	17	63	chr1	20633772	20633818	M0060975	17.38
URS000052446E_9606	3049	3109	chr1	20649085	20649145	M0061109	18.28
URS000052446E_9606	2858	2905	chr1	20649289	20649336	M0061127	18.19
URS000052446E_9606	2177	2255	chr1	20649939	20650017	M0061144	13.86
URS000052446E_9606	-85	3	chr1	20652191	20652279	M0061199	13.88
URS00008BD1F5_9606	-19	28	chr1	20664563	20664610	M0061319	18.28
URS00009BB06F_9606	-38	15	chr1	20685006	20685059	M0061420	24.43
URS00008B5175_9606	66	95	chr1	20693636	20693665	M0061521	11.66
URS00001A1BBA_9606	133	165	chr1	20743119	20743151	M0061806	10.85
URS00001A1BBA_9606	191	269	chr1	20743177	20743255	M0061807	7.52
URS00009B1F0B_9606	-116	1	chr1	20780540	20780657	M1346050	8.27
URS00009B1F0B_9606	-102	21	chr1	20786620	20786743	M1346131	27.76
URS00002AE1F1_9606	121	186	chr1	21266610	21266675	M1349427	11.03
URS00009BAA13_9606	120	185	chr1	21266610	21266675	M1349427	11.03
URS00009B770E_9606	29	67	chr1	21266876	21266914	M1349435	24.43
URS00002AE1F1_9606	29	67	chr1	21266876	21266914	M1349435	24.43
URS00009BAA13_9606	29	67	chr1	21266876	21266914	M1349435	24.43
URS00008BBECD_9606	1243	1292	chr1	21277084	21277133	M0065535	8.83
URS00008BBECD_9606	1135	1166	chr1	21277210	21277241	M0065536	13.86
URS00009B935A_9606	25	110	chr1	21279222	21279307	M1349545	27.76
URS00008BF26F_9606	416	462	chr1	21286040	21286086	M1349625	14.68
URS00008B38E8_9606	-26	116	chr1	21288458	21288600	M0065683	18.19
URS00004F4E33_9606	1380	1416	chr1	21299406	21299442	M1349808	18.19
URS000075BCD7_9606	1380	1416	chr1	21299406	21299442	M1349808	18.19
URS00001143BC_9606	-25	53	chr1	21483691	21483769	M0067216	16.64
URS00008BDC2F_9606	12	61	chr1	21649736	21649785	M1352110	18.28
URS00008BE24A_9606	12	61	chr1	21649736	21649785	M1352110	18.28
URS00008BDC2F_9606	-10	24	chr1	21668570	21668604	M1352218	35.44
URS00008B7172_9606	92	139	chr1	21821815	21821862	M1353137	17.38
URS00008B7172_9606	792	818	chr1	21822515	21822541	M1353143	27.76
URS00008B6CA8_9606	12	77	chr1	21896956	21897021	M0069634	24.43
URS00009B646E_9606	101	150	chr1	21984289	21984338	M0070173	18.28
URS00008C02A0_9606	150	177	chr1	22025176	22025203	M1354571	18.19
URS00009C609E_9606	281	308	chr1	22025176	22025203	M1354571	18.19
URS00002E0727_9606	-11	16	chr1	22025176	22025203	M1354571	18.19
URS0000759C22_9606	-14	13	chr1	22025176	22025203	M1354571	18.19
URS00008B4BF2_9606	-19	8	chr1	22025176	22025203	M1354571	18.19
URS00008B4BF2_9606	504	557	chr1	22025699	22025752	M0070427	21.69
URS00008B2322_9606	844	942	chr1	22031123	22031221	M1354585	14.35
URS00002E2842_9606	844	942	chr1	22031123	22031221	M1354585	14.35
URS000075AE1B_9606	844	942	chr1	22031123	22031221	M1354585	14.35
URS000075D5F9_9606	844	942	chr1	22031123	22031221	M1354585	14.35
URS000075D659_9606	844	942	chr1	22031123	22031221	M1354585	14.35
URS000075E9D1_9606	844	942	chr1	22031123	22031221	M1354585	14.35
URS00008B89A6_9606	844	942	chr1	22031123	22031221	M1354585	14.35
URS0000759C22_9606	844	942	chr1	22031123	22031221	M1354585	14.35
URS000075BB12_9606	841	939	chr1	22031123	22031221	M1354585	14.35
URS00008B43FB_9606	177	275	chr1	22031123	22031221	M1354585	14.35
URS00008BF457_9606	-6	92	chr1	22031123	22031221	M1354585	14.35
URS00008BCC84_9606	38	70	chr1	22099452	22099484	M0070806	11.72
URS00008BF6E5_9606	1134	1192	chr1	22117735	22117793	M1355052	18.86
URS00008BF6E5_9606	763	795	chr1	22118132	22118164	M1355056	13.86
URS00008BF6E5_9606	97	130	chr1	22118797	22118830	M0070922	24.43
URS0000174377_9606	73	107	chr1	22519678	22519712	M1358368	16.64
URS00008BE41E_9606	43	89	chr1	22789919	22789965	M0075300	18.28
URS00008BE41E_9606	2218	2300	chr1	22792094	22792176	M0075341	12.56
URS0000502188_9606	221	268	chr1	22916902	22916949	M1360916	13.86
URS00008BF90C_9606	2169	2208	chr1	22919458	22919497	M1360930	17.38
URS0000502188_9606	2777	2816	chr1	22919458	22919497	M1360930	17.38
URS00008BF90C_9606	2462	2544	chr1	22919751	22919833	M1360934	13.88
URS0000502188_9606	3070	3152	chr1	22919751	22919833	M1360934	13.88
URS0000502188_9606	4494	4545	chr1	22921175	22921226	M1360948	24.43
URS00001F754A_9606	118	171	chr1	23087888	23087941	M1361631	2.25
URS00008B7A17_9606	555	585	chr1	23140879	23140909	M0077383	27.76
URS00008B91C4_9606	-44	4	chr1	23176690	23176738	M1362199	16.64
URS00008B91C4_9606	4210	4315	chr1	23177719	23177824	M1362213	13.09
URS00008B60B9_9606	1352	1386	chr1	23279911	23279945	M1362680	16.64
URS00008B60B9_9606	2851	2898	chr1	23281410	23281457	M1362686	15.94
URS000075ED94_9606	2954	3001	chr1	23281410	23281457	M1362686	15.94
URS00000CFF87_9606	5296	5343	chr1	23281410	23281457	M1362686	15.94
URS00008B2DF2_9606	1657	1704	chr1	23281410	23281457	M1362686	15.94
URS00008B2DF2_9606	2664	2703	chr1	23283180	23283219	M1362699	14.35
URS00008B60B9_9606	4621	4660	chr1	23283180	23283219	M1362699	14.35
URS000075ED94_9606	1192	1231	chr1	23283180	23283219	M1362699	14.35
URS00000CFF87_9606	3534	3573	chr1	23283180	23283219	M1362699	14.35
URS00008B2DF2_9606	239	277	chr1	23288787	23288825	M1362724	10.85
URS00008B60B9_9606	10228	10266	chr1	23288787	23288825	M1362724	10.85
URS00008B60B9_9606	11714	11756	chr1	23290273	23290315	M0078130	7.52
URS00008B60B9_9606	11833	11922	chr1	23290392	23290481	M1362737	10.41
URS00008B60B9_9606	14672	14722	chr1	23293231	23293281	M1362750	14.68
URS00008B2DF2_9606	48	124	chr1	23303435	23303511	M1362811	4.76
URS00008B2DF2_9606	206	310	chr1	23304689	23304793	M0078239	28.85
URS00008B2DF2_9606	1401	1487	chr1	23306448	23306534	M0078255	13.88
URS00008B8245_9606	99	185	chr1	23306448	23306534	M0078255	13.88
URS000075DA25_9606	293	383	chr1	23369263	23369353	M0078521	8.83
URS00008B6600_9606	293	383	chr1	23369263	23369353	M0078521	8.83
URS00007BF182_9606	46	136	chr1	23369263	23369353	M0078521	8.83
URS00008BE86A_9606	46	136	chr1	23369263	23369353	M0078521	8.83
URS000075B7A5_9606	46	136	chr1	23369263	23369353	M0078521	8.83
URS0000A792AF_9606	28	118	chr1	23369263	23369353	M0078521	8.83
URS00007C4FBC_9606	26	116	chr1	23369263	23369353	M0078521	8.83
URS00007D3E0B_9606	14	104	chr1	23369263	23369353	M0078521	8.83
URS000075DA25_9606	634	713	chr1	23369604	23369683	M0078534	18.86
URS00008B6600_9606	634	713	chr1	23369604	23369683	M0078534	18.86
URS0000A792AF_9606	369	448	chr1	23369604	23369683	M0078534	18.86
URS000075DA25_9606	797	837	chr1	23369767	23369807	M0078537	18.86
URS00008B6600_9606	797	837	chr1	23369767	23369807	M0078537	18.86
URS0000A792AF_9606	532	572	chr1	23369767	23369807	M0078537	18.86
URS000075DA25_9606	1454	1540	chr1	23370424	23370510	M0078541	16.64
URS00008B6600_9606	1454	1540	chr1	23370424	23370510	M0078541	16.64
URS0000A792AF_9606	1189	1275	chr1	23370424	23370510	M0078541	16.64
URS000075BC11_9606	46	90	chr1	23526975	23527019	M0079236	11.03
URS00008BDE39_9606	46	90	chr1	23526975	23527019	M0079236	11.03
URS00008C06E0_9606	103	147	chr1	23526975	23527019	M0079236	11.03
URS00009B7292_9606	103	147	chr1	23526975	23527019	M0079236	11.03
URS00008BA141_9606	353	451	chr1	23557965	23558063	M1363760	7.91
URS00008BA141_9606	300	347	chr1	23558069	23558116	M1363768	13.86
URS000009D526_9606	-40	7	chr1	23558069	23558116	M1363768	13.86
URS00008B6D0D_9606	132	168	chr1	23592613	23592649	M1363962	12.56
URS00008B62EB_9606	132	168	chr1	23592613	23592649	M1363962	12.56
URS00008B6D0D_9606	132	168	chr1	23592613	23592649	M1363962	12.56
URS00008BEE4E_9606	190	226	chr1	23615106	23615142	M0079693	13.88
URS00009C479A_9606	192	228	chr1	23615106	23615142	M0079693	13.88
URS00008BEE4E_9606	127	166	chr1	23615166	23615205	M0079691	18.28
URS00009C479A_9606	129	168	chr1	23615166	23615205	M0079691	18.28
URS00008BB7BE_9606	1614	1663	chr1	23759489	23759538	M1364658	11.72
URS00008BB7BE_9606	660	718	chr1	23760434	23760492	M1364679	6.26
URS000075AAB8_9606	660	718	chr1	23760434	23760492	M1364679	6.26
URS00004A4753_9606	660	718	chr1	23760434	23760492	M1364679	6.26
URS00009B84DD_9606	662	720	chr1	23760434	23760492	M1364679	6.26
URS00008BF7A0_9606	660	718	chr1	23760434	23760492	M1364679	6.26
URS00008BB7BE_9606	505	575	chr1	23760577	23760647	M0080198	14.68
URS000075AAB8_9606	505	575	chr1	23760577	23760647	M0080198	14.68
URS00004A4753_9606	505	575	chr1	23760577	23760647	M0080198	14.68
URS00009B84DD_9606	507	577	chr1	23760577	23760647	M0080198	14.68
URS00008BF7A0_9606	505	575	chr1	23760577	23760647	M0080198	14.68
URS00009B9D84_9606	505	575	chr1	23760577	23760647	M0080198	14.68
URS00009C3875_9606	505	575	chr1	23760577	23760647	M0080198	14.68
URS00003B9E1A_9606	-69	1	chr1	23760577	23760647	M0080198	14.68
URS00008BC0E6_9606	1247	1288	chr1	23777098	23777139	M1364729	14.68
URS00008BC0E6_9606	-40	25	chr1	23778361	23778426	M0080276	35.44
URS00008BE2AF_9606	1321	1370	chr1	23799383	23799432	M0080408	18.86
URS00008BE2AF_9606	1012	1103	chr1	23799650	23799741	M1364838	21.69
URS00008BE2AF_9606	937	972	chr1	23799781	23799816	M0080414	18.28
URS00008BE2AF_9606	156	203	chr1	23800550	23800597	M0080419	35.44
URS00008BE2AF_9606	92	125	chr1	23800628	23800661	M1364848	35.44
URS00008B39FE_9606	117	185	chr1	23949199	23949267	M0081083	11.72
URS00008B7B1F_9606	-35	98	chr1	23978155	23978288	M1365800	15.94
URS00008BB944_9606	-14	119	chr1	23978155	23978288	M1365800	15.94
URS00008B2598_9606	134	183	chr1	24082853	24082902	M0082130	11.03
URS00008B9E68_9606	134	183	chr1	24082853	24082902	M0082130	11.03
URS00009B2A4D_9606	432	471	chr1	24120021	24120060	M0082338	13.86
URS00009B2A4D_9606	181	221	chr1	24120271	24120311	M0082348	18.28
URS00009B2A4D_9606	88	120	chr1	24120372	24120404	M0082349	13.86
URS00009B2A4D_9606	33	315	chr1	24142809	24143091	M0082518	13.86
URS00002E3ADC_9606	10	71	chr1	24253967	24254028	M0083118	18.19
URS00009B92B0_9606	836	1006	chr1	24294914	24295084	M1367794	13.86
URS00008BABEB_9606	835	1005	chr1	24294914	24295084	M1367794	13.86
URS00009AFB84_9606	836	1006	chr1	24294914	24295084	M1367794	13.86
URS00009B92B0_9606	774	805	chr1	24295115	24295146	M1367802	35.44
URS00008BABEB_9606	773	804	chr1	24295115	24295146	M1367802	35.44
URS00009AFB84_9606	774	805	chr1	24295115	24295146	M1367802	35.44
URS000055188E_9606	5	70	chr1	24321832	24321897	M1368021	35.44
URS00009AFB84_9606	35	100	chr1	24321832	24321897	M1368021	35.44
URS00008BABEB_9606	34	99	chr1	24321832	24321897	M1368021	35.44
URS00009B92B0_9606	35	100	chr1	24321832	24321897	M1368021	35.44
URS00008B31F1_9606	403	433	chr1	24502464	24502494	M0084124	12.56
URS00008B926C_9606	160	190	chr1	24502464	24502494	M0084124	12.56
URS00009C3F23_9606	82	126	chr1	24670149	24670193	M0084337	18.86
URS00009C3F23_9606	249	368	chr1	24672430	24672549	M1368984	10.41
URS0000BD7A4E_9606	4	38	chr1	24704897	24704931	M0084345	16.64
URS00008BEF02_9606	216	266	chr1	24930013	24930063	M1369174	35.44
URS00008BEF02_9606	-20	42	chr1	24930237	24930299	M1369178	13.09
URS0000102C42_9606	1362	1403	chr1	24969463	24969504	M1369264	16.64
URS00008B8323_9606	1364	1405	chr1	24969463	24969504	M1369264	16.64
URS00005A268C_9606	61	125	chr1	25110705	25110769	M0084807	16.64
URS00009AF17C_9606	61	125	chr1	25110705	25110769	M0084807	16.64
URS00009C6048_9606	617	679	chr1	25209150	25209212	M1369502	15.94
URS0000BCE26D_9606	621	656	chr1	25240114	25240149	M0084882	24.43
URS00008B9D64_9606	213	293	chr1	25244206	25244286	M1369509	7.52
URS00009B2F01_9606	1142	1189	chr1	25293552	25293599	M0084910	15.94
URS00008BE30F_9606	772	819	chr1	25293552	25293599	M0084910	15.94
URS00008BB1C1_9606	134	212	chr1	25301653	25301731	M1369532	24.43
URS00009AFA45_9606	1044	1146	chr1	25304007	25304109	M1369536	18.86
URS00009AFA45_9606	317	360	chr1	25304793	25304836	M0084911	15.94
URS00008BE9E6_9606	-14	29	chr1	25304793	25304836	M0084911	15.94
URS00008B2CA0_9606	-14	29	chr1	25304793	25304836	M0084911	15.94
URS00008B6609_9606	-14	29	chr1	25304793	25304836	M0084911	15.94
URS00008B83D5_9606	-61	34	chr1	25337432	25337527	M1369553	11.03
URS00008BD41E_9606	284	370	chr1	25337821	25337907	M1369557	0.0
URS00009B05A8_9606	52	119	chr1	25340525	25340592	M0084920	13.88
URS00009B25EE_9606	52	119	chr1	25340525	25340592	M0084920	13.88
URS00009BD44A_9606	52	119	chr1	25340525	25340592	M0084920	13.88
URS00009C48D5_9606	52	119	chr1	25340525	25340592	M0084920	13.88
URS00009C0478_9606	210	282	chr1	25360869	25360941	M1369573	10.41
URS00009BD44A_9606	208	280	chr1	25360869	25360941	M1369573	10.41
URS00009B05A8_9606	208	280	chr1	25360869	25360941	M1369573	10.41
URS00009C48D5_9606	208	280	chr1	25360869	25360941	M1369573	10.41
URS00009B25EE_9606	208	280	chr1	25360869	25360941	M1369573	10.41
URS00009B681D_9606	48	90	chr1	25430970	25431012	M1369604	18.28
URS00009B8D4D_9606	26	68	chr1	25430970	25431012	M1369604	18.28
URS00009BEBE7_9606	8	50	chr1	25430970	25431012	M1369604	18.28
URS000006FB53_9606	266	307	chr1	25581743	25581784	M1369736	12.56
URS00009C4F28_9606	265	306	chr1	25581743	25581784	M1369736	12.56
URS00008B3F85_9606	379	417	chr1	25590547	25590585	M1369749	15.94
URS000026225A_9606	1213	1250	chr1	25645171	25645208	M0085254	11.03
URS00008BCF2E_9606	1586	1681	chr1	25694513	25694608	M1369877	11.66
URS00008BCF2E_9606	84	173	chr1	25696021	25696110	M1369891	11.72
URS00008B43C9_9606	2771	2813	chr1	25771042	25771084	M1369985	17.38
URS00008BF887_9606	2771	2813	chr1	25771042	25771084	M1369985	17.38
URS00008B5E7C_9606	-9	76	chr1	25816805	25816890	M0085407	11.03
URS0000099196_9606	-9	76	chr1	25816805	25816890	M0085407	11.03
URS00009B85A1_9606	-9	76	chr1	25816805	25816890	M0085407	11.03
URS000015B6E8_9606	-9	76	chr1	25816805	25816890	M0085407	11.03
URS00008BC2EC_9606	226	264	chr1	25819591	25819629	M0085417	11.72
URS0000773B2D_9606	1169	1207	chr1	25819591	25819629	M0085417	11.72
URS00008BC2EC_9606	52	93	chr1	25819762	25819803	M0085411	27.76
URS0000773B2D_9606	995	1036	chr1	25819762	25819803	M0085411	27.76
URS0000099196_9606	-30	11	chr1	25819762	25819803	M0085411	27.76
URS00009B85A1_9606	-29	12	chr1	25819762	25819803	M0085411	27.76
URS0000773B2D_9606	253	300	chr1	25820498	25820545	M0085431	17.38
URS000075A9AE_9606	3062	3109	chr1	25820498	25820545	M0085431	17.38
URS0000773B2D_9606	52	93	chr1	25820705	25820746	M0085432	18.28
URS000075A9AE_9606	2861	2902	chr1	25820705	25820746	M0085432	18.28
URS000075A9AE_9606	1783	1823	chr1	25821784	25821824	M1370069	18.28
URS00008B41E8_9606	225	294	chr1	25887584	25887653	M1370120	8.27
URS000075BB4E_9606	-5	66	chr1	25906389	25906460	M1370125	24.43
URS000035925E_9606	-56	15	chr1	25906389	25906460	M1370125	24.43
URS0000A8BE19_9606	16	67	chr1	26006021	26006072	M0085567	13.86
URS00001CD7A6_9606	112	181	chr1	26170170	26170239	M0085749	35.44
URS00002E9E71_9606	112	181	chr1	26170170	26170239	M0085749	35.44
URS0000070424_9606	360	429	chr1	26170170	26170239	M0085749	35.44
URS00004EAF7D_9606	360	429	chr1	26170170	26170239	M0085749	35.44
URS00001CD7A6_9606	48	92	chr1	26170259	26170303	M1370457	27.76
URS00002E9E71_9606	48	92	chr1	26170259	26170303	M1370457	27.76
URS0000070424_9606	296	340	chr1	26170259	26170303	M1370457	27.76
URS00004EAF7D_9606	296	340	chr1	26170259	26170303	M1370457	27.76
URS00009B269B_9606	25	75	chr1	26182504	26182554	M1370484	9.71
URS00008B6DAA_9606	-6	38	chr1	26225094	26225138	M1370538	13.09
URS00008BA4F0_9606	301	337	chr1	26225620	26225656	M0085783	24.43
URS000075ADAE_9606	301	337	chr1	26225620	26225656	M0085783	24.43
URS00008B8C10_9606	288	319	chr1	26263080	26263111	M0085812	8.85
URS00005F8AEE_9606	4	40	chr1	26277579	26277615	M1370585	18.19
URS0000420CE4_9606	-72	15	chr1	26278419	26278506	M0085827	18.86
URS00008B4ACB_9606	7	63	chr1	26320177	26320233	M1370684	18.86
URS00008B84F8_9606	64	101	chr1	26410841	26410878	M1370778	17.38
URS0000B90E48_9606	-50	1	chr1	26427280	26427331	M0086038	11.72
URS0000B5D2E4_9606	-50	1	chr1	26427280	26427331	M0086038	11.72
URS0000B90E48_9606	39	107	chr1	26427369	26427437	M0086043	11.72
URS0000B5D2E4_9606	39	107	chr1	26427369	26427437	M0086043	11.72
URS00008B84F8_9606	458	556	chr1	26429553	26429651	M1370833	15.94
URS00008B84F8_9606	576	618	chr1	26429671	26429713	M0086056	14.68
URS00009B5BCB_9606	50	137	chr1	26438217	26438304	M1370842	13.86
URS00009AF836_9606	46	133	chr1	26438217	26438304	M1370842	13.86
URS00002C35A9_9606	-73	18	chr1	26462853	26462944	M0086070	3.95
URS00009B40D6_9606	-73	18	chr1	26462853	26462944	M0086070	3.95
