Source	Source primary accession	Source secondary accession	Target	Target primary accession	Target secondary accession
tmRNA-Website	Enter_faeca_V583		sequence	HG788265	
tmRNA-Website	Enter_faeca_V583		sequence	HG788266	
tmRNA-Website	Enter_faeca_V583		sequence	HG788267	
tmRNA-Website	Enter_faeca_V583		sequence	HG788268	
tmRNA-Website	Enter_faeca_V583		sequence	HG788269	
tmRNA-Website	Enter_faeca_V583		sequence	HG788270	
tmRNA-Website	Enter_faeca_V583		sequence	HG788271	
tmRNA-Website	Enter_faeca_V583		sequence	HG788272	
tmRNA-Website	Enter_faeca_V583		sequence	HG788273	
tmRNA-Website	Enter_faeca_V583		sequence	HG788274	
tmRNA-Website	Enter_faeca_V583		sequence	HG788275	
tmRNA-Website	Enter_faeca_V583		sequence	HG788276	
tmRNA-Website	Enter_faeca_V583		sequence	HG788149	
tmRNA-Website	Enter_faeca_V583		sequence	HG788150	
tmRNA-Website	Enter_faeca_V583		sequence	HG788151	
tmRNA-Website	Enter_faeca_V583		sequence	HG788152	
tmRNA-Website	Enter_faeca_V583		sequence	HG788153	
tmRNA-Website	Enter_faeca_V583		sequence	HG788154	
tmRNA-Website	Enter_faeca_V583		sequence	HG788155	
tmRNA-Website	Enter_faeca_V583		sequence	HG788156	
tmRNA-Website	Enter_faeca_V583		sequence	HG788157	
tmRNA-Website	Enter_faeca_V583		sequence	HG788158	
tmRNA-Website	Enter_faeca_V583		sequence	HG788159	
tmRNA-Website	Enter_faeca_V583		sequence	HG788160	
tmRNA-Website	Enter_faeca_V583		sequence	HG788161	
tmRNA-Website	Enter_faeca_V583		sequence	HG788162	
tmRNA-Website	Enter_faeca_V583		sequence	HG788163	
tmRNA-Website	Enter_faeca_V583		sequence	HG788164	
tmRNA-Website	Enter_faeca_V583		sequence	HG788165	
tmRNA-Website	Enter_faeca_V583		sequence	HG788166	
tmRNA-Website	Enter_faeca_V583		sequence	HG788167	
tmRNA-Website	Enter_faeca_V583		sequence	HG788168	
tmRNA-Website	Enter_faeca_V583		sequence	HG788169	
tmRNA-Website	Enter_faeca_V583		sequence	HG788170	
tmRNA-Website	Enter_faeca_V583		sequence	HG788171	
tmRNA-Website	Enter_faeca_V583		sequence	HG788172	
tmRNA-Website	Enter_faeca_V583		sequence	HG788173	
tmRNA-Website	Enter_faeca_V583		sequence	HG788174	
tmRNA-Website	Enter_faeca_V583		sequence	HG788175	
tmRNA-Website	Enter_faeca_V583		sequence	HG788176	
tmRNA-Website	Enter_faeca_V583		sequence	HG788177	
tmRNA-Website	Enter_faeca_V583		sequence	HG788178	
tmRNA-Website	Enter_faeca_V583		sequence	HG788179	
tmRNA-Website	Enter_faeca_V583		sequence	HG788180	
tmRNA-Website	Enter_faeca_V583		sequence	HG788181	
tmRNA-Website	Enter_faeca_V583		sequence	HG788182	
tmRNA-Website	Enter_faeca_V583		sequence	HG788183	
tmRNA-Website	Enter_faeca_V583		sequence	HG788184	
tmRNA-Website	Enter_faeca_V583		sequence	HG788185	
tmRNA-Website	Enter_faeca_V583		sequence	HG788186	
tmRNA-Website	Enter_faeca_V583		sequence	HG788187	
tmRNA-Website	Enter_faeca_V583		sequence	HG788188	
tmRNA-Website	Enter_faeca_V583		sequence	HG788189	
tmRNA-Website	Enter_faeca_V583		sequence	HG788305	
tmRNA-Website	Enter_faeca_V583		sequence	HG788306	
tmRNA-Website	Enter_faeca_V583		sequence	HG788307	
tmRNA-Website	Enter_faeca_V583		sequence	HG788308	
tmRNA-Website	Enter_faeca_V583		sequence	HG788309	
tmRNA-Website	Enter_faeca_V583		sequence	HG788310	
tmRNA-Website	Enter_faeca_V583		sequence	HG788311	
tmRNA-Website	Enter_faeca_V583		sequence	HG788312	
tmRNA-Website	Enter_faeca_V583		sequence	HG788313	
tmRNA-Website	Enter_faeca_V583		sequence	HG788314	
tmRNA-Website	Enter_faeca_V583		sequence	HG788315	
tmRNA-Website	Enter_faeca_V583		sequence	HG788316	
tmRNA-Website	Enter_faeca_V583		sequence	HG788317	
tmRNA-Website	Enter_faeca_V583		sequence	HG788318	
tmRNA-Website	Enter_faeca_V583		sequence	HG788319	
tmRNA-Website	Enter_faeca_V583		sequence	HG788320	
tmRNA-Website	Enter_faeca_V583		sequence	HG788321	
tmRNA-Website	Enter_faeca_V583		sequence	HG788322	
tmRNA-Website	Enter_faeca_V583		sequence	HG788323	
tmRNA-Website	Enter_faeca_V583		sequence	HG788324	
tmRNA-Website	Enter_faeca_V583		sequence	HG788325	
tmRNA-Website	Enter_faeca_V583		sequence	HG788326	
tmRNA-Website	Enter_faeca_V583		sequence	HG788327	
tmRNA-Website	Enter_faeca_V583		sequence	HG788213	
tmRNA-Website	Enter_faeca_V583		sequence	HG788214	
tmRNA-Website	Enter_faeca_V583		sequence	HG788215	
tmRNA-Website	Enter_faeca_V583		sequence	HG788216	
tmRNA-Website	Enter_faeca_V583		sequence	HG788217	
tmRNA-Website	Enter_faeca_V583		sequence	HG788218	
tmRNA-Website	Enter_faeca_V583		sequence	HG788219	
tmRNA-Website	Enter_faeca_V583		sequence	HG788220	
tmRNA-Website	Enter_faeca_V583		sequence	HG788221	
tmRNA-Website	Enter_faeca_V583		sequence	HG788222	
tmRNA-Website	Enter_faeca_V583		sequence	HG788223	
tmRNA-Website	Enter_faeca_V583		sequence	HG788224	
tmRNA-Website	Enter_faeca_V583		sequence	HG788225	
tmRNA-Website	Enter_faeca_V583		sequence	HG788226	
tmRNA-Website	Enter_faeca_V583		sequence	HG788227	
tmRNA-Website	Enter_faeca_V583		sequence	HG788228	
tmRNA-Website	Enter_faeca_V583		sequence	HG788229	
tmRNA-Website	Enter_faeca_V583		sequence	HG788230	
tmRNA-Website	Enter_faeca_V583		sequence	HG788231	
tmRNA-Website	Enter_faeca_V583		sequence	HG788232	
tmRNA-Website	Enter_faeca_V583		sequence	HG788233	
tmRNA-Website	Enter_faeca_V583		sequence	HG788234	
tmRNA-Website	Enter_faeca_V583		sequence	HG788235	
tmRNA-Website	Enter_faeca_V583		sequence	HG788236	
tmRNA-Website	Enter_faeca_V583		sequence	HG788237	
tmRNA-Website	Enter_faeca_V583		sequence	HG788238	
tmRNA-Website	Enter_faeca_V583		sequence	HG788239	
tmRNA-Website	Enter_faeca_V583		sequence	HG788240	
tmRNA-Website	Enter_faeca_V583		sequence	HG788241	
tmRNA-Website	Enter_faeca_V583		sequence	HG788242	
tmRNA-Website	Enter_faeca_V583		sequence	HG788243	
tmRNA-Website	Enter_faeca_V583		sequence	HG788244	
tmRNA-Website	Enter_faeca_V583		sequence	HG788245	
tmRNA-Website	Enter_faeca_V583		sequence	HG788246	
tmRNA-Website	Enter_faeca_V583		sequence	HG788247	
tmRNA-Website	Enter_faeca_V583		sequence	HG788248	
tmRNA-Website	Enter_faeca_V583		sequence	HG788249	
tmRNA-Website	Enter_faeca_V583		sequence	HG788250	
tmRNA-Website	Enter_faeca_V583		sequence	HG788251	
tmRNA-Website	Enter_faeca_V583		sequence	HG788252	
tmRNA-Website	Enter_faeca_V583		sequence	HG788253	
tmRNA-Website	Enter_faeca_V583		sequence	HG788277	
tmRNA-Website	Enter_faeca_V583		sequence	HG788278	
tmRNA-Website	Enter_faeca_V583		sequence	HG788279	
tmRNA-Website	Enter_faeca_V583		sequence	HG788280	
tmRNA-Website	Enter_faeca_V583		sequence	HG788281	
tmRNA-Website	Enter_faeca_V583		sequence	HG788282	
tmRNA-Website	Enter_faeca_V583		sequence	HG788283	
tmRNA-Website	Enter_faeca_V583		sequence	HG788284	
tmRNA-Website	Enter_faeca_V583		sequence	HG788285	
tmRNA-Website	Enter_faeca_V583		sequence	HG788286	
tmRNA-Website	Enter_faeca_V583		sequence	HG788287	
tmRNA-Website	Enter_faeca_V583		sequence	HG788288	
tmRNA-Website	Enter_faeca_V583		sequence	HG788289	
tmRNA-Website	Enter_faeca_V583		sequence	HG788290	
tmRNA-Website	Enter_faeca_V583		sequence	HG788291	
tmRNA-Website	Enter_faeca_V583		sequence	HG788292	
tmRNA-Website	Enter_faeca_V583		sequence	HG788293	
tmRNA-Website	Enter_faeca_V583		sequence	HG788294	
tmRNA-Website	Enter_faeca_V583		sequence	HG788295	
tmRNA-Website	Enter_faeca_V583		sequence	HG788296	
tmRNA-Website	Enter_faeca_V583		sequence	HG788297	
tmRNA-Website	Enter_faeca_V583		sequence	HG788298	
tmRNA-Website	Enter_faeca_V583		sequence	HG788299	
tmRNA-Website	Enter_faeca_V583		sequence	HG788300	
tmRNA-Website	Enter_faeca_V583		sequence	HG788301	
tmRNA-Website	Enter_faeca_V583		sequence	HG788302	
tmRNA-Website	Enter_faeca_V583		sequence	HG788303	
tmRNA-Website	Enter_faeca_V583		sequence	HG788304	
tmRNA-Website	Enter_faeca_V583		sequence	HG526193	
tmRNA-Website	Enter_faeca_V583		sequence	HG526194	
tmRNA-Website	Enter_faeca_V583		sequence	HG526195	
tmRNA-Website	Enter_faeca_V583		sequence	HG526196	
tmRNA-Website	Enter_faeca_V583		sequence	HG526197	
tmRNA-Website	Enter_faeca_V583		sequence	HG526198	
tmRNA-Website	Enter_faeca_V583		sequence	HG526199	
tmRNA-Website	Enter_faeca_V583		sequence	HG526200	
tmRNA-Website	Enter_faeca_V583		sequence	HG526201	
tmRNA-Website	Enter_faeca_V583		sequence	HG526202	
tmRNA-Website	Enter_faeca_V583		sequence	HG526203	
tmRNA-Website	Enter_faeca_V583		sequence	HG526204	
tmRNA-Website	Enter_faeca_V583		sequence	HG526205	
tmRNA-Website	Enter_faeca_V583		sequence	HG526206	
tmRNA-Website	Enter_faeca_V583		sequence	HG526207	
tmRNA-Website	Enter_faeca_V583		sequence	HG526208	
tmRNA-Website	Enter_faeca_V583		sequence	HG526209	
tmRNA-Website	Enter_faeca_V583		sequence	HG526210	
tmRNA-Website	Enter_faeca_V583		sequence	HG526211	
tmRNA-Website	Enter_faeca_V583		sequence	HG526212	
tmRNA-Website	Enter_faeca_V583		sequence	HG526213	
tmRNA-Website	Enter_faeca_V583		sequence	HG526251	
tmRNA-Website	Enter_faeca_V583		sequence	HG526252	
tmRNA-Website	Enter_faeca_V583		sequence	HG526253	
tmRNA-Website	Enter_faeca_V583		sequence	HG526254	
tmRNA-Website	Enter_faeca_V583		sequence	HG526255	
tmRNA-Website	Enter_faeca_V583		sequence	HG526256	
tmRNA-Website	Enter_faeca_V583		sequence	HG526257	
tmRNA-Website	Enter_faeca_V583		sequence	HG526258	
tmRNA-Website	Enter_faeca_V583		sequence	HG526259	
tmRNA-Website	Enter_faeca_V583		sequence	HG526260	
tmRNA-Website	Enter_faeca_V583		sequence	HG526261	
tmRNA-Website	Enter_faeca_V583		sequence	HG526262	
tmRNA-Website	Enter_faeca_V583		sequence	HG526263	
tmRNA-Website	Enter_faeca_V583		sequence	HG526264	
tmRNA-Website	Enter_faeca_V583		sequence	HG526265	
tmRNA-Website	Enter_faeca_V583		sequence	HG526266	
tmRNA-Website	Enter_faeca_V583		sequence	HG526267	
tmRNA-Website	Enter_faeca_V583		sequence	HG526268	
tmRNA-Website	Enter_faeca_V583		sequence	HG526269	
tmRNA-Website	Enter_faeca_V583		sequence	HG526270	
tmRNA-Website	Enter_faeca_V583		sequence	HG526271	
tmRNA-Website	Enter_faeca_V583		sequence	HG526272	
tmRNA-Website	Enter_faeca_V583		sequence	HG526273	
tmRNA-Website	Enter_faeca_V583		sequence	HG526274	
tmRNA-Website	Enter_faeca_V583		sequence	HG526275	
tmRNA-Website	Enter_faeca_V583		sequence	HG526276	
tmRNA-Website	Enter_faeca_V583		sequence	HG526277	
tmRNA-Website	Enter_faeca_V583		sequence	HG526315	
tmRNA-Website	Enter_faeca_V583		sequence	HG526316	
tmRNA-Website	Enter_faeca_V583		sequence	HG526317	
tmRNA-Website	Enter_faeca_V583		sequence	HG526318	
tmRNA-Website	Enter_faeca_V583		sequence	HG526319	
tmRNA-Website	Enter_faeca_V583		sequence	HG526320	
tmRNA-Website	Enter_faeca_V583		sequence	HG526321	
tmRNA-Website	Enter_faeca_V583		sequence	HG526322	
tmRNA-Website	Enter_faeca_V583		sequence	HG526323	
tmRNA-Website	Enter_faeca_V583		sequence	HG526324	
tmRNA-Website	Enter_faeca_V583		sequence	HG526325	
tmRNA-Website	Enter_faeca_V583		sequence	HG526326	
tmRNA-Website	Enter_faeca_V583		sequence	HG526327	
tmRNA-Website	Enter_faeca_V583		sequence	HG526328	
tmRNA-Website	Enter_faeca_V583		sequence	HG526329	
tmRNA-Website	Enter_faeca_V583		sequence	HG526330	
tmRNA-Website	Enter_faeca_V583		sequence	HG526331	
tmRNA-Website	Enter_faeca_V583		sequence	HG526332	
tmRNA-Website	Enter_faeca_V583		sequence	HG526333	
tmRNA-Website	Enter_faeca_V583		sequence	HG526334	
tmRNA-Website	Enter_faeca_V583		sequence	HG526335	
tmRNA-Website	Enter_faeca_V583		sequence	HG526336	
tmRNA-Website	Enter_faeca_V583		sequence	HG526337	
tmRNA-Website	Enter_faeca_V583		sequence	HG526338	
tmRNA-Website	Enter_faeca_V583		sequence	HG526339	
tmRNA-Website	Enter_faeca_V583		sequence	HG526340	
tmRNA-Website	Enter_faeca_V583		sequence	HG526341	
tmRNA-Website	Enter_faeca_V583		sequence	HG526214	
tmRNA-Website	Enter_faeca_V583		sequence	HG526215	
tmRNA-Website	Enter_faeca_V583		sequence	HG526216	
tmRNA-Website	Enter_faeca_V583		sequence	HG526217	
tmRNA-Website	Enter_faeca_V583		sequence	HG526218	
tmRNA-Website	Enter_faeca_V583		sequence	HG526219	
tmRNA-Website	Enter_faeca_V583		sequence	HG526220	
tmRNA-Website	Enter_faeca_V583		sequence	HG526221	
tmRNA-Website	Enter_faeca_V583		sequence	HG526222	
tmRNA-Website	Enter_faeca_V583		sequence	HG526223	
tmRNA-Website	Enter_faeca_V583		sequence	HG526224	
tmRNA-Website	Enter_faeca_V583		sequence	HG526225	
tmRNA-Website	Enter_faeca_V583		sequence	HG526226	
tmRNA-Website	Enter_faeca_V583		sequence	HG526227	
tmRNA-Website	Enter_faeca_V583		sequence	HG526228	
tmRNA-Website	Enter_faeca_V583		sequence	HG526229	
tmRNA-Website	Enter_faeca_V583		sequence	HG526230	
tmRNA-Website	Enter_faeca_V583		sequence	HG526231	
tmRNA-Website	Enter_faeca_V583		sequence	HG526232	
tmRNA-Website	Enter_faeca_V583		sequence	HG526233	
tmRNA-Website	Enter_faeca_V583		sequence	HG526234	
tmRNA-Website	Enter_faeca_V583		sequence	HG526235	
tmRNA-Website	Enter_faeca_V583		sequence	HG526236	
tmRNA-Website	Enter_faeca_V583		sequence	HG526237	
tmRNA-Website	Enter_faeca_V583		sequence	HG526238	
tmRNA-Website	Enter_faeca_V583		sequence	HG526239	
tmRNA-Website	Enter_faeca_V583		sequence	HG526240	
tmRNA-Website	Enter_faeca_V583		sequence	HG526241	
tmRNA-Website	Enter_faeca_V583		sequence	HG526242	
tmRNA-Website	Enter_faeca_V583		sequence	HG526243	
tmRNA-Website	Enter_faeca_V583		sequence	HG526244	
tmRNA-Website	Enter_faeca_V583		sequence	HG526245	
tmRNA-Website	Enter_faeca_V583		sequence	HG526246	
tmRNA-Website	Enter_faeca_V583		sequence	HG526247	
tmRNA-Website	Enter_faeca_V583		sequence	HG526248	
tmRNA-Website	Enter_faeca_V583		sequence	HG526249	
tmRNA-Website	Enter_faeca_V583		sequence	HG526250	
tmRNA-Website	Enter_faeca_V583		sequence	HG526379	
tmRNA-Website	Enter_faeca_V583		sequence	HG526380	
tmRNA-Website	Enter_faeca_V583		sequence	HG526381	
tmRNA-Website	Enter_faeca_V583		sequence	HG526382	
tmRNA-Website	Enter_faeca_V583		sequence	HG526383	
tmRNA-Website	Enter_faeca_V583		sequence	HG526384	
tmRNA-Website	Enter_faeca_V583		sequence	HG526385	
tmRNA-Website	Enter_faeca_V583		sequence	HG526386	
tmRNA-Website	Enter_faeca_V583		sequence	HG526387	
tmRNA-Website	Enter_faeca_V583		sequence	HG526388	
tmRNA-Website	Enter_faeca_V583		sequence	HG526389	
tmRNA-Website	Enter_faeca_V583		sequence	HG526390	
tmRNA-Website	Enter_faeca_V583		sequence	HG526391	
tmRNA-Website	Enter_faeca_V583		sequence	HG526392	
tmRNA-Website	Enter_faeca_V583		sequence	HG526393	
tmRNA-Website	Enter_faeca_V583		sequence	HG526394	
tmRNA-Website	Enter_faeca_V583		sequence	HG526395	
tmRNA-Website	Enter_faeca_V583		sequence	HG526396	
tmRNA-Website	Enter_faeca_V583		sequence	HG526397	
tmRNA-Website	Enter_faeca_V583		sequence	HG526398	
tmRNA-Website	Enter_faeca_V583		sequence	HG526399	
tmRNA-Website	Enter_faeca_V583		sequence	HG526400	
tmRNA-Website	Enter_faeca_V583		sequence	HG526401	
tmRNA-Website	Enter_faeca_V583		sequence	HG526402	
tmRNA-Website	Enter_faeca_V583		sequence	HG526403	
tmRNA-Website	Enter_faeca_V583		sequence	HG526404	
tmRNA-Website	Enter_faeca_V583		sequence	HG526405	
tmRNA-Website	Enter_faeca_V583		sequence	HG526278	
tmRNA-Website	Enter_faeca_V583		sequence	HG526279	
tmRNA-Website	Enter_faeca_V583		sequence	HG526280	
tmRNA-Website	Enter_faeca_V583		sequence	HG526281	
tmRNA-Website	Enter_faeca_V583		sequence	HG526282	
tmRNA-Website	Enter_faeca_V583		sequence	HG526283	
tmRNA-Website	Enter_faeca_V583		sequence	HG526284	
tmRNA-Website	Enter_faeca_V583		sequence	HG526285	
tmRNA-Website	Enter_faeca_V583		sequence	HG526286	
tmRNA-Website	Enter_faeca_V583		sequence	HG526287	
tmRNA-Website	Enter_faeca_V583		sequence	HG526288	
tmRNA-Website	Enter_faeca_V583		sequence	HG526289	
tmRNA-Website	Enter_faeca_V583		sequence	HG526290	
tmRNA-Website	Enter_faeca_V583		sequence	HG526291	
tmRNA-Website	Enter_faeca_V583		sequence	HG526292	
tmRNA-Website	Enter_faeca_V583		sequence	HG526293	
tmRNA-Website	Enter_faeca_V583		sequence	HG526294	
tmRNA-Website	Enter_faeca_V583		sequence	HG526295	
tmRNA-Website	Enter_faeca_V583		sequence	HG526296	
tmRNA-Website	Enter_faeca_V583		sequence	HG526297	
tmRNA-Website	Enter_faeca_V583		sequence	HG526298	
tmRNA-Website	Enter_faeca_V583		sequence	HG526299	
tmRNA-Website	Enter_faeca_V583		sequence	HG526300	
tmRNA-Website	Enter_faeca_V583		sequence	HG526301	
tmRNA-Website	Enter_faeca_V583		sequence	HG526302	
tmRNA-Website	Enter_faeca_V583		sequence	HG526303	
tmRNA-Website	Enter_faeca_V583		sequence	HG526304	
tmRNA-Website	Enter_faeca_V583		sequence	HG526305	
tmRNA-Website	Enter_faeca_V583		sequence	HG526306	
tmRNA-Website	Enter_faeca_V583		sequence	HG526307	
tmRNA-Website	Enter_faeca_V583		sequence	HG526308	
tmRNA-Website	Enter_faeca_V583		sequence	HG526309	
tmRNA-Website	Enter_faeca_V583		sequence	HG526310	
tmRNA-Website	Enter_faeca_V583		sequence	HG526311	
tmRNA-Website	Enter_faeca_V583		sequence	HG526312	
tmRNA-Website	Enter_faeca_V583		sequence	HG526313	
tmRNA-Website	Enter_faeca_V583		sequence	HG526314	
tmRNA-Website	Enter_faeca_V583		sequence	HG526440	
tmRNA-Website	Enter_faeca_V583		sequence	HG526441	
tmRNA-Website	Enter_faeca_V583		sequence	HG526442	
tmRNA-Website	Enter_faeca_V583		sequence	HG526443	
tmRNA-Website	Enter_faeca_V583		sequence	HG526444	
tmRNA-Website	Enter_faeca_V583		sequence	HG526445	
tmRNA-Website	Enter_faeca_V583		sequence	HG526446	
tmRNA-Website	Enter_faeca_V583		sequence	HG526447	
tmRNA-Website	Enter_faeca_V583		sequence	HG526448	
tmRNA-Website	Enter_faeca_V583		sequence	HG526449	
tmRNA-Website	Enter_faeca_V583		sequence	HG526450	
tmRNA-Website	Enter_faeca_V583		sequence	HG526451	
tmRNA-Website	Enter_faeca_V583		sequence	HG526452	
tmRNA-Website	Enter_faeca_V583		sequence	HG526453	
tmRNA-Website	Enter_faeca_V583		sequence	HG526454	
tmRNA-Website	Enter_faeca_V583		sequence	HG526455	
tmRNA-Website	Enter_faeca_V583		sequence	HG526456	
tmRNA-Website	Enter_faeca_V583		sequence	HG526457	
tmRNA-Website	Enter_faeca_V583		sequence	HG526458	
tmRNA-Website	Enter_faeca_V583		sequence	HG526459	
tmRNA-Website	Enter_faeca_V583		sequence	HG526460	
tmRNA-Website	Enter_faeca_V583		sequence	HG526461	
tmRNA-Website	Enter_faeca_V583		sequence	HG526462	
tmRNA-Website	Enter_faeca_V583		sequence	HG526463	
tmRNA-Website	Enter_faeca_V583		sequence	HG526464	
tmRNA-Website	Enter_faeca_V583		sequence	HG526465	
tmRNA-Website	Enter_faeca_V583		sequence	HG526466	
tmRNA-Website	Enter_faeca_V583		sequence	HG526342	
tmRNA-Website	Enter_faeca_V583		sequence	HG526343	
tmRNA-Website	Enter_faeca_V583		sequence	HG526344	
tmRNA-Website	Enter_faeca_V583		sequence	HG526345	
tmRNA-Website	Enter_faeca_V583		sequence	HG526346	
tmRNA-Website	Enter_faeca_V583		sequence	HG526347	
tmRNA-Website	Enter_faeca_V583		sequence	HG526348	
tmRNA-Website	Enter_faeca_V583		sequence	HG526349	
tmRNA-Website	Enter_faeca_V583		sequence	HG526350	
tmRNA-Website	Enter_faeca_V583		sequence	HG526351	
tmRNA-Website	Enter_faeca_V583		sequence	HG526352	
tmRNA-Website	Enter_faeca_V583		sequence	HG526353	
tmRNA-Website	Enter_faeca_V583		sequence	HG526354	
tmRNA-Website	Enter_faeca_V583		sequence	HG526355	
tmRNA-Website	Enter_faeca_V583		sequence	HG526356	
tmRNA-Website	Enter_faeca_V583		sequence	HG526357	
tmRNA-Website	Enter_faeca_V583		sequence	HG526358	
tmRNA-Website	Enter_faeca_V583		sequence	HG526359	
tmRNA-Website	Enter_faeca_V583		sequence	HG526360	
tmRNA-Website	Enter_faeca_V583		sequence	HG526361	
tmRNA-Website	Enter_faeca_V583		sequence	HG526362	
tmRNA-Website	Enter_faeca_V583		sequence	HG526363	
tmRNA-Website	Enter_faeca_V583		sequence	HG526364	
tmRNA-Website	Enter_faeca_V583		sequence	HG526365	
tmRNA-Website	Enter_faeca_V583		sequence	HG526366	
tmRNA-Website	Enter_faeca_V583		sequence	HG526367	
tmRNA-Website	Enter_faeca_V583		sequence	HG526368	
tmRNA-Website	Enter_faeca_V583		sequence	HG526369	
tmRNA-Website	Enter_faeca_V583		sequence	HG526370	
tmRNA-Website	Enter_faeca_V583		sequence	HG526371	
tmRNA-Website	Enter_faeca_V583		sequence	HG526372	
tmRNA-Website	Enter_faeca_V583		sequence	HG526373	
tmRNA-Website	Enter_faeca_V583		sequence	HG526374	
tmRNA-Website	Enter_faeca_V583		sequence	HG526375	
tmRNA-Website	Enter_faeca_V583		sequence	HG526376	
tmRNA-Website	Enter_faeca_V583		sequence	HG526377	
tmRNA-Website	Enter_faeca_V583		sequence	HG526378	
tmRNA-Website	Enter_faeca_V583		sequence	HG526406	
tmRNA-Website	Enter_faeca_V583		sequence	HG526407	
tmRNA-Website	Enter_faeca_V583		sequence	HG526408	
tmRNA-Website	Enter_faeca_V583		sequence	HG526409	
tmRNA-Website	Enter_faeca_V583		sequence	HG526410	
tmRNA-Website	Enter_faeca_V583		sequence	HG526411	
tmRNA-Website	Enter_faeca_V583		sequence	HG526412	
tmRNA-Website	Enter_faeca_V583		sequence	HG526413	
tmRNA-Website	Enter_faeca_V583		sequence	HG526414	
tmRNA-Website	Enter_faeca_V583		sequence	HG526415	
tmRNA-Website	Enter_faeca_V583		sequence	HG526416	
tmRNA-Website	Enter_faeca_V583		sequence	HG526417	
tmRNA-Website	Enter_faeca_V583		sequence	HG526418	
tmRNA-Website	Enter_faeca_V583		sequence	HG526419	
tmRNA-Website	Enter_faeca_V583		sequence	HG526420	
tmRNA-Website	Enter_faeca_V583		sequence	HG526421	
tmRNA-Website	Enter_faeca_V583		sequence	HG526422	
tmRNA-Website	Enter_faeca_V583		sequence	HG526423	
tmRNA-Website	Enter_faeca_V583		sequence	HG526424	
tmRNA-Website	Enter_faeca_V583		sequence	HG526425	
tmRNA-Website	Enter_faeca_V583		sequence	HG526426	
tmRNA-Website	Enter_faeca_V583		sequence	HG526427	
tmRNA-Website	Enter_faeca_V583		sequence	HG526428	
tmRNA-Website	Enter_faeca_V583		sequence	HG526429	
tmRNA-Website	Enter_faeca_V583		sequence	HG526430	
tmRNA-Website	Enter_faeca_V583		sequence	HG526431	
tmRNA-Website	Enter_faeca_V583		sequence	HG526432	
tmRNA-Website	Enter_faeca_V583		sequence	HG526433	
tmRNA-Website	Enter_faeca_V583		sequence	HG526434	
tmRNA-Website	Enter_faeca_V583		sequence	HG526435	
tmRNA-Website	Enter_faeca_V583		sequence	HG526436	
tmRNA-Website	Enter_faeca_V583		sequence	HG526437	
tmRNA-Website	Enter_faeca_V583		sequence	HG526438	
tmRNA-Website	Enter_faeca_V583		sequence	HG526439	
tmRNA-Website	Enter_faeci_35667		sequence	HG781313	
tmRNA-Website	Enter_faeci_35667		sequence	HG781314	
tmRNA-Website	Enter_faeci_35667		sequence	HG781315	
tmRNA-Website	Enter_faeci_35667		sequence	HG781316	
tmRNA-Website	Enter_faeci_35667		sequence	HG781317	
tmRNA-Website	Enter_faeci_35667		sequence	HG781318	
tmRNA-Website	Enter_faeci_35667		sequence	HG781319	
tmRNA-Website	Enter_faeci_35667		sequence	HG781320	
tmRNA-Website	Enter_faeci_35667		sequence	HG781321	
tmRNA-Website	Enter_faeci_35667		sequence	HG781322	
tmRNA-Website	Enter_faeci_35667		sequence	HG781323	
tmRNA-Website	Enter_faeci_35667		sequence	HG781324	
tmRNA-Website	Enter_faeci_35667		sequence	HG781325	
tmRNA-Website	Enter_faeci_35667		sequence	HG781326	
tmRNA-Website	Enter_faeci_35667		sequence	HG781327	
tmRNA-Website	Enter_faeci_35667		sequence	HG781328	
tmRNA-Website	Enter_faeci_35667		sequence	HG781249	
tmRNA-Website	Enter_faeci_35667		sequence	HG781250	
tmRNA-Website	Enter_faeci_35667		sequence	HG781251	
tmRNA-Website	Enter_faeci_35667		sequence	HG781252	
tmRNA-Website	Enter_faeci_35667		sequence	HG781253	
tmRNA-Website	Enter_faeci_35667		sequence	HG781254	
tmRNA-Website	Enter_faeci_35667		sequence	HG781255	
tmRNA-Website	Enter_faeci_35667		sequence	HG781256	
tmRNA-Website	Enter_faeci_35667		sequence	HG781257	
tmRNA-Website	Enter_faeci_35667		sequence	HG781258	
tmRNA-Website	Enter_faeci_35667		sequence	HG781259	
tmRNA-Website	Enter_faeci_35667		sequence	HG781260	
tmRNA-Website	Enter_faeci_35667		sequence	HG781261	
tmRNA-Website	Enter_faeci_35667		sequence	HG781262	
tmRNA-Website	Enter_faeci_35667		sequence	HG781263	
tmRNA-Website	Enter_faeci_35667		sequence	HG781264	
tmRNA-Website	Enter_faeci_35667		sequence	HG781373	
tmRNA-Website	Enter_faeci_35667		sequence	HG781374	
tmRNA-Website	Enter_faeci_35667		sequence	HG781375	
tmRNA-Website	Enter_faeci_35667		sequence	HG781376	
tmRNA-Website	Enter_faeci_35667		sequence	HG781377	
tmRNA-Website	Enter_faeci_35667		sequence	HG781378	
tmRNA-Website	Enter_faeci_35667		sequence	HG781379	
tmRNA-Website	Enter_faeci_35667		sequence	HG781380	
tmRNA-Website	Enter_faeci_35667		sequence	HG781381	
tmRNA-Website	Enter_faeci_35667		sequence	HG781382	
tmRNA-Website	Enter_faeci_35667		sequence	HG781383	
tmRNA-Website	Enter_faeci_35667		sequence	HG781384	
tmRNA-Website	Enter_faeci_35667		sequence	HG781385	
tmRNA-Website	Enter_faeci_35667		sequence	HG781386	
